RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL),Year,Stat ID
141,142,Ryan Armour,92,3.14,52,"1,656",2019,426
142,143,Russell Knox,79,3.16,41,"1,296",2019,426
143,144,Danny Willett,63,3.17,36,"1,134",2019,426
144,145,Martin Laird,88,3.19,46,"1,440",2019,426
T145,T146,Peter Uihlein,84,3.21,45,"1,404",2019,426
T145,T146,Rod Pampling,56,3.21,30,936,2019,426
T147,T149,Jimmy Walker,74,3.23,43,"1,332",2019,426
T147,T149,Bronson Burgoon,59,3.23,32,990,2019,426
T149,151,Ben Silverman,70,3.27,40,"1,224",2019,426
T149,156,Jason Kokrak,94,3.27,53,"1,620",2019,426
151,152,Ryan Palmer,74,3.28,39,"1,188",2019,426
152,153,Adam Long,76,3.29,45,"1,368",2019,426
153,154,Kramer Hickok,79,3.32,46,"1,386",2019,426
154,155,Scott Stallings,82,3.35,47,"1,404",2019,426
155,158,Cameron Davis,76,3.40,44,"1,296",2019,426
T156,T159,Russell Henley,78,3.41,43,"1,260",2019,426
T156,T159,Fabián Gómez,62,3.41,38,"1,116",2019,426
158,161,Luke List,66,3.44,39,"1,134",2019,426
159,157,Corey Conners,90,3.49,54,"1,548",2019,426
160,T162,Rafa Cabrera Bello,71,3.51,43,"1,224",2019,426
161,165,"Ted Potter, Jr.",73,3.52,45,"1,278",2019,426
T162,166,Whee Kim,73,3.54,44,"1,242",2019,426
T162,T162,Hideki Matsuyama,91,3.54,56,"1,584",2019,426
T164,167,Sepp Straka,78,3.55,46,"1,296",2019,426
T164,T162,Marc Leishman,76,3.55,46,"1,296",2019,426
166,168,Jim Knous,57,3.56,34,954,2019,426
167,169,Seth Reeves,73,3.57,43,"1,206",2019,426
168,170,Shawn Stefani,80,3.58,49,"1,368",2019,426
169,171,Branden Grace,76,3.59,44,"1,224",2019,426
170,172,J.B. Holmes,78,3.60,46,"1,278",2019,426
171,173,Brandon Harkins,91,3.61,54,"1,494",2019,426
T172,T174,Seamus Power,80,3.70,48,"1,296",2019,426
T172,T174,Sung Kang,86,3.70,56,"1,512",2019,426
174,176,Keegan Bradley,89,3.73,55,"1,476",2019,426
175,178,Kyoung-Hoon Lee,92,3.77,57,"1,512",2019,426
176,179,Keith Mitchell,86,3.82,57,"1,494",2019,426
177,180,Emiliano Grillo,85,3.85,54,"1,404",2019,426
178,181,Anders Albertson,68,3.91,45,"1,152",2019,426
179,182,Brendan Steele,68,4.03,45,"1,116",2019,426
180,183,Hank Lebioda,76,4.05,51,"1,260",2019,426
181,184,Adam Svensson,73,4.06,49,"1,206",2019,426
182,185,Jason Dufner,74,4.09,53,"1,296",2019,426
183,186,Danny Lee,83,4.12,60,"1,458",2019,426
184,188,Satoshi Kodaira,67,4.34,50,"1,152",2019,426
185,189,Sangmoon Bae,60,4.42,43,972,2019,426
186,190,Bubba Watson,65,4.60,48,"1,044",2019,426
187,191,John Chin,58,4.63,45,972,2019,426
188,192,Cameron Champ,78,4.82,66,"1,368",2019,426
