RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,Year,Stat ID
T125,T126,Carlos Ortiz,79,64.44,870,"1,350",-0.27,2016,103
127,128,Vaughn Taylor,72,64.43,835,"1,296",-0.28,2016,103
128,130,Sam Saunders,69,64.36,753,"1,170",-0.25,2016,103
129,131,Martin Piller,59,64.33,660,"1,026",-0.25,2016,103
130,132,Rory Sabbatini,57,64.30,625,972,-0.23,2016,103
131,133,George McNeill,51,64.16,589,918,-0.24,2016,103
132,134,Chris Kirk,90,64.05,980,"1,530",-0.25,2016,103
133,136,Rod Pampling,54,64.00,576,900,-0.23,2016,103
134,137,David Lingmerth,84,63.99,910,"1,422",-0.27,2016,103
T135,129,Jimmy Walker,85,63.96,944,"1,476",-0.30,2016,103
T135,138,Matt Jones,83,63.96,921,"1,440",-0.28,2016,103
137,139,Danny Lee,93,63.95,"1,036","1,620",-0.26,2016,103
138,140,Scott Langley,65,63.93,725,"1,134",-0.22,2016,103
139,141,Jeff Overton,69,63.85,747,"1,170",-0.22,2016,103
140,T142,Robert Allenby,51,63.73,585,918,-0.19,2016,103
141,144,Fabián Gómez,82,63.71,906,"1,422",-0.27,2016,103
142,145,Geoff Ogilvy,63,63.65,676,"1,062",-0.26,2016,103
143,146,Ben Crane,80,63.60,870,"1,368",-0.26,2016,103
144,147,Rob Oppenheim,67,63.58,721,"1,134",-0.24,2016,103
T145,T142,Jordan Spieth,80,63.52,869,"1,368",-0.34,2016,103
T145,148,Mark Hubbard,101,63.52,"1,109","1,746",-0.27,2016,103
147,149,Will Wilcox,67,63.42,742,"1,170",-0.28,2016,103
148,150,Andrew Loupe,75,63.41,856,"1,350",-0.31,2016,103
149,151,Brian Stuard,66,63.30,752,"1,188",-0.24,2016,103
150,152,Morgan Hoffmann,71,63.27,763,"1,206",-0.29,2016,103
151,153,Wes Roach,59,63.23,626,990,-0.28,2016,103
T152,T154,Luke Guthrie,57,63.13,625,990,-0.30,2016,103
T152,T154,Troy Merritt,77,63.13,875,"1,386",-0.29,2016,103
154,156,Aaron Baddeley,93,63.11,"1,011","1,602",-0.29,2016,103
155,157,Ángel Cabrera,62,63.08,704,"1,116",-0.23,2016,103
T156,T158,Daniel Summerhays,99,63.02,"1,123","1,782",-0.30,2016,103
T156,T158,Jon Curran,99,63.02,"1,123","1,782",-0.26,2016,103
158,160,Steve Stricker,53,63.00,601,954,-0.29,2016,103
T159,T161,Padraig Harrington,54,62.96,612,972,-0.26,2016,103
T159,T161,Michael Kim,100,62.96,"1,088","1,728",-0.26,2016,103
161,163,Anirban Lahiri,72,62.88,781,"1,242",-0.28,2016,103
162,164,Hunter Mahan,61,62.75,689,"1,098",-0.26,2016,103
T163,T165,Vijay Singh,72,62.73,813,"1,296",-0.25,2016,103
T163,T165,Retief Goosen,55,62.73,621,990,-0.28,2016,103
165,167,Cameron Smith,73,62.72,779,"1,242",-0.26,2016,103
166,168,Billy Hurley III,66,62.71,745,"1,188",-0.27,2016,103
167,169,Tom Hoge,81,62.48,866,"1,386",-0.25,2016,103
168,170,Chad Collins,73,62.40,820,"1,314",-0.24,2016,103
169,171,Zac Blair,99,62.34,"1,066","1,710",-0.24,2016,103
170,172,Camilo Villegas,83,62.10,883,"1,422",-0.26,2016,103
171,173,Peter Malnati,85,62.09,950,"1,530",-0.26,2016,103
172,174,Derek Fathauer,94,62.00,"1,049","1,692",-0.27,2016,103
173,175,Steve Wheatcroft,85,61.93,903,"1,458",-0.27,2016,103
174,176,Abraham Ancer,51,61.81,534,864,-0.24,2016,103
175,177,Stuart Appleby,71,61.43,763,"1,242",-0.27,2016,103
176,178,Bryce Molder,80,61.32,861,"1,404",-0.28,2016,103
177,179,Ernie Els,66,61.20,727,"1,188",-0.27,2016,103
178,180,Jonas Blixt,79,60.96,834,"1,368",-0.30,2016,103
179,181,Dicky Pride,55,60.90,581,954,-0.24,2016,103
180,182,D.H. Lee,61,60.14,617,"1,026",-0.26,2016,103
181,183,Hiroshi Iwata,85,59.50,889,"1,494",-0.28,2016,103
182,184,Ken Duke,58,59.26,576,972,-0.26,2016,103
183,185,Erik Compton,65,58.64,665,"1,134",-0.26,2016,103
184,187,Steven Bowditch,71,54.46,696,"1,278",-0.26,2016,103
185,188,Brendon Todd,66,54.23,615,"1,134",-0.25,2016,103
