RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# SAVES,# BUNKERS,TOTAL O/U PAR,Year,Stat ID
75,76,Morgan Hoffmann,71,51.43,54,105,+39.00,2016,111
76,77,Sung Kang,89,51.41,73,142,+38.00,2016,111
77,78,Peter Malnati,85,51.39,74,144,+54.00,2016,111
78,T89,Charl Schwartzel,73,51.16,66,129,+36.00,2016,111
79,79,Colt Knost,90,51.06,72,141,+66.00,2016,111
80,84,Adam Scott,79,50.94,54,106,+29.00,2016,111
81,80,Martin Laird,82,50.91,56,110,+27.00,2016,111
82,T89,Ryan Moore,86,50.83,61,120,+44.00,2016,111
83,88,Si Woo Kim,113,50.79,96,189,+49.00,2016,111
84,81,Matt Jones,83,50.75,68,134,+37.00,2016,111
85,82,Roberto Castro,97,50.67,76,150,+44.00,2016,111
86,83,Luke Guthrie,57,50.65,39,77,+24.00,2016,111
87,T107,Paul Casey,77,50.44,57,113,+33.00,2016,111
88,85,Vaughn Taylor,72,50.42,60,119,+44.00,2016,111
89,86,Charles Howell III,91,50.41,62,123,+42.00,2016,111
90,87,Bill Haas,86,50.35,72,143,+44.00,2016,111
T91,T89,Henrik Norlander,71,50.00,47,94,+34.00,2016,111
T91,T72,Russell Knox,92,50.00,66,132,+44.00,2016,111
T91,T89,Tom Hoge,81,50.00,53,106,+35.00,2016,111
T91,T89,Scott Brown,88,50.00,83,166,+66.00,2016,111
95,95,Steve Marino,72,49.56,56,113,+36.00,2016,111
96,96,Billy Horschel,73,49.55,55,111,+30.00,2016,111
97,98,George McNeill,51,49.47,47,95,+39.00,2016,111
98,99,Branden Grace,63,49.45,45,91,+35.00,2016,111
99,100,Harris English,97,49.32,73,148,+59.00,2016,111
100,101,Hudson Swafford,104,49.09,81,165,+55.00,2016,111
101,102,Graeme McDowell,63,49.04,51,104,+35.00,2016,111
102,103,Rod Pampling,54,48.91,45,92,+29.00,2016,111
103,T89,Gary Woodland,95,48.85,64,131,+41.00,2016,111
104,104,Jason Kokrak,89,48.70,56,115,+39.00,2016,111
105,105,Andres Gonzales,80,48.65,54,111,+49.00,2016,111
106,106,Rory Sabbatini,57,48.60,52,107,+47.00,2016,111
107,T107,Cameron Tringale,81,48.57,68,140,+46.00,2016,111
108,110,Derek Ernst,59,48.42,46,95,+33.00,2016,111
T109,T111,Jim Herman,93,48.37,74,153,+60.00,2016,111
T109,T111,Zac Blair,99,48.37,89,184,+74.00,2016,111
111,113,John Senden,88,48.15,65,135,+55.00,2016,111
112,114,Charley Hoffman,91,47.97,71,148,+44.00,2016,111
113,115,Sam Saunders,69,47.93,58,121,+32.00,2016,111
114,116,Kelly Kraft,63,47.92,46,96,+26.00,2016,111
115,T117,William McGirt,98,47.85,89,186,+55.00,2016,111
116,133,Emiliano Grillo,93,47.74,74,155,+46.00,2016,111
117,T117,J.J. Henry,68,47.73,42,88,+28.00,2016,111
118,119,Bronson Burgoon,83,47.71,52,109,+32.00,2016,111
119,121,Rory McIlroy,69,47.52,48,101,+34.00,2016,111
120,120,Bubba Watson,72,47.32,53,112,+39.00,2016,111
121,122,Shane Lowry,57,47.19,42,89,+33.00,2016,111
122,123,Chesson Hadley,81,47.14,66,140,+54.00,2016,111
123,124,Rhein Gibson,58,46.97,31,66,+25.00,2016,111
124,125,Billy Hurley III,66,46.88,45,96,+40.00,2016,111
125,109,Jimmy Walker,85,46.76,65,139,+44.00,2016,111
126,126,Abraham Ancer,51,46.75,36,77,+37.00,2016,111
T127,128,Tony Finau,95,46.43,78,168,+52.00,2016,111
T127,132,Jhonattan Vegas,97,46.43,65,140,+31.00,2016,111
129,129,Will MacKenzie,84,46.40,58,125,+46.00,2016,111
130,130,Spencer Levin,104,46.36,70,151,+51.00,2016,111
131,134,Derek Fathauer,94,46.07,82,178,+73.00,2016,111
132,135,Ryan Palmer,86,45.98,80,174,+47.00,2016,111
T133,T136,Johnson Wagner,86,45.97,57,124,+47.00,2016,111
T133,T136,David Lingmerth,84,45.97,57,124,+57.00,2016,111
135,138,Jim Furyk,52,45.95,34,74,+31.00,2016,111
136,139,Robert Streb,87,45.93,62,135,+51.00,2016,111
T137,127,Daniel Berger,92,45.86,72,157,+36.00,2016,111
T137,131,Kevin Na,96,45.86,72,157,+66.00,2016,111
139,141,Rob Oppenheim,67,45.61,52,114,+49.00,2016,111
140,142,Geoff Ogilvy,63,45.54,46,101,+43.00,2016,111
141,143,Camilo Villegas,83,45.32,63,139,+59.00,2016,111
142,144,Andrew Loupe,75,45.30,53,117,+37.00,2016,111
143,140,Jason Dufner,105,45.28,72,159,+66.00,2016,111
144,150,Dustin Johnson,87,45.24,57,126,+46.00,2016,111
145,145,Nick Taylor,83,45.19,61,135,+46.00,2016,111
146,146,Patton Kizzire,93,44.96,58,129,+48.00,2016,111
147,147,Kevin Chappell,93,44.94,71,158,+47.00,2016,111
148,148,Ken Duke,58,44.72,55,123,+46.00,2016,111
149,149,Francesco Molinari,64,44.68,42,94,+35.00,2016,111
150,152,Daniel Summerhays,99,44.51,81,182,+68.00,2016,111
151,T153,Andrew Landry,53,44.44,36,81,+34.00,2016,111
152,151,Kevin Kisner,97,44.30,66,149,+55.00,2016,111
153,155,Graham DeLaet,70,44.26,54,122,+46.00,2016,111
154,156,Thomas Aiken,70,44.05,37,84,+30.00,2016,111
155,157,Stewart Cink,61,43.82,39,89,+33.00,2016,111
156,158,Jeff Overton,69,43.70,52,119,+48.00,2016,111
157,159,Wes Roach,59,43.68,38,87,+45.00,2016,111
158,160,Anirban Lahiri,72,43.55,54,124,+45.00,2016,111
159,161,Steve Wheatcroft,85,43.38,59,136,+64.00,2016,111
160,162,Harold Varner III,92,43.08,56,130,+48.00,2016,111
161,163,D.A. Points,55,43.04,34,79,+28.00,2016,111
162,164,Vijay Singh,72,42.97,55,128,+51.00,2016,111
T163,T165,Ángel Cabrera,62,42.86,42,98,+48.00,2016,111
T163,T165,Will Wilcox,67,42.86,54,126,+56.00,2016,111
165,167,Jason Gore,78,42.61,49,115,+53.00,2016,111
166,168,Lucas Glover,75,42.59,46,108,+43.00,2016,111
167,169,Boo Weekley,83,42.52,54,127,+50.00,2016,111
168,170,D.H. Lee,61,42.42,42,99,+49.00,2016,111
T169,T171,Jason Bohn,67,42.15,51,121,+57.00,2016,111
T169,T171,Patrick Rodgers,89,42.15,51,121,+46.00,2016,111
171,173,Whee Kim,82,41.98,55,131,+49.00,2016,111
172,174,Ernie Els,66,41.86,54,129,+43.00,2016,111
173,175,Kyle Stanley,92,41.73,58,139,+46.00,2016,111
174,176,Ben Martin,92,41.67,55,132,+59.00,2016,111
175,177,Brett Stegmaier,87,41.18,42,102,+46.00,2016,111
176,178,Keegan Bradley,82,40.98,50,122,+44.00,2016,111
177,179,James Hahn,85,40.97,59,144,+69.00,2016,111
178,180,Chris Stroud,82,40.94,61,149,+64.00,2016,111
179,181,Greg Owen,85,40.48,51,126,+47.00,2016,111
180,182,Kevin Streelman,82,40.27,60,149,+66.00,2016,111
181,183,Scott Pinckney,87,39.84,49,123,+55.00,2016,111
182,184,Robert Garrigus,69,39.53,34,86,+44.00,2016,111
183,185,Carlos Ortiz,79,38.53,42,109,+50.00,2016,111
184,186,Scott Stallings,74,38.52,47,122,+50.00,2016,111
185,187,Dawie van der Walt,72,38.20,34,89,+42.00,2016,111
