RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# BIRDIES,GREENS HIT,Year,Stat ID
T57,T59,Sebastián Muñoz,51,30.40,169,556,2017,115
T57,T59,Kevin Tway,96,30.40,311,"1,023",2017,115
59,61,Chris Stroud,67,30.39,213,701,2017,115
60,49,Marc Leishman,94,30.37,328,"1,080",2017,115
61,62,Michael Kim,94,30.36,323,"1,064",2017,115
62,63,Jimmy Walker,68,30.27,211,697,2017,115
63,64,Shane Lowry,52,30.25,180,595,2017,115
64,65,Wesley Bryan,95,30.20,299,990,2017,115
65,66,Vaughn Taylor,90,30.19,304,"1,007",2017,115
66,67,Keegan Bradley,104,30.18,379,"1,256",2017,115
T67,T68,Patton Kizzire,84,30.15,262,869,2017,115
T67,T68,Seung-Yul Noh,91,30.15,309,"1,025",2017,115
T67,T68,Ryan Moore,82,30.15,278,922,2017,115
70,71,Francesco Molinari,75,30.14,261,866,2017,115
71,90,Russell Henley,99,30.12,356,"1,182",2017,115
72,72,Jason Kokrak,95,30.06,343,"1,141",2017,115
73,73,Chris Kirk,89,30.02,299,996,2017,115
74,74,Zach Johnson,81,29.99,266,887,2017,115
75,75,Ryan Blaum,100,29.96,338,"1,128",2017,115
T76,T76,Nicholas Lindheim,58,29.95,198,661,2017,115
T76,T76,Whee Kim,74,29.95,242,808,2017,115
78,T80,Webb Simpson,102,29.87,348,"1,165",2017,115
79,78,Brian Campbell,55,29.83,173,580,2017,115
80,79,Aaron Baddeley,61,29.80,191,641,2017,115
81,82,Scott Brown,95,29.75,313,"1,052",2017,115
82,T83,Russell Knox,75,29.71,249,838,2017,115
83,T50,Patrick Cantlay,52,29.65,177,597,2017,115
84,T80,Kyle Stanley,104,29.64,375,"1,265",2017,115
85,85,Peter Malnati,91,29.63,283,955,2017,115
T86,86,Billy Hurley III,80,29.62,271,915,2017,115
T86,96,Paul Casey,94,29.62,335,"1,131",2017,115
88,T87,Sean O'Hair,84,29.57,296,"1,001",2017,115
89,89,Dominic Bozzelli,69,29.56,214,724,2017,115
T90,T91,Mackenzie Hughes,106,29.50,357,"1,210",2017,115
T90,T91,Brad Fritsch,56,29.50,177,600,2017,115
92,93,Morgan Hoffmann,92,29.47,295,"1,001",2017,115
93,94,Rafa Cabrera Bello,63,29.44,199,676,2017,115
94,95,Carl Pettersson,63,29.41,180,612,2017,115
95,97,Hudson Swafford,94,29.35,324,"1,104",2017,115
96,T83,Jhonattan Vegas,95,29.33,313,"1,067",2017,115
97,98,Ben Martin,86,29.31,277,945,2017,115
98,99,Matt Jones,64,29.29,186,635,2017,115
T99,T100,Andres Gonzales,73,29.27,245,837,2017,115
T99,T100,Cameron Tringale,89,29.27,281,960,2017,115
101,102,Bud Cauley,92,29.23,311,"1,064",2017,115
102,103,Lucas Glover,93,29.15,330,"1,132",2017,115
103,T104,Bryson DeChambeau,91,29.13,305,"1,047",2017,115
104,T87,Gary Woodland,94,29.10,323,"1,110",2017,115
105,106,Emiliano Grillo,90,29.06,304,"1,046",2017,115
T106,T107,Ryan Brehm,83,29.03,270,930,2017,115
T106,T107,Chez Reavie,98,29.03,333,"1,147",2017,115
T106,T107,Harris English,84,29.03,254,875,2017,115
109,110,Matt Kuchar,95,28.92,319,"1,103",2017,115
110,111,Kelly Kraft,75,28.91,233,806,2017,115
111,112,Graham DeLaet,82,28.88,270,935,2017,115
T112,T113,Greg Chalmers,75,28.87,220,762,2017,115
T112,T113,Tim Wilkinson,64,28.87,192,665,2017,115
114,126,Sergio Garcia,65,28.85,223,773,2017,115
T115,T115,Ricky Barnes,100,28.83,303,"1,051",2017,115
T115,T115,Byeong Hun An,77,28.83,239,829,2017,115
117,117,Robert Streb,98,28.82,317,"1,100",2017,115
118,118,Jonathan Randolph,68,28.73,204,710,2017,115
T119,119,Daniel Summerhays,100,28.72,307,"1,069",2017,115
T119,T134,Kevin Kisner,105,28.72,336,"1,170",2017,115
121,120,Rick Lamb,54,28.71,172,599,2017,115
T122,T121,Harold Varner III,101,28.70,345,"1,202",2017,115
T122,T121,Martin Laird,83,28.70,281,979,2017,115
T122,T121,Søren Kjeldsen,58,28.70,157,547,2017,115
T125,T124,Troy Merritt,82,28.67,254,886,2017,115
T125,T124,Andrew Loupe,55,28.67,160,558,2017,115
T127,T127,Ryo Ishikawa,56,28.57,182,637,2017,115
T127,T127,Charles Howell III,86,28.57,282,987,2017,115
129,129,Gonzalo Fernandez-Castaño,63,28.53,178,624,2017,115
130,130,Brian Gay,82,28.48,254,892,2017,115
131,131,Brian Stuard,93,28.46,282,991,2017,115
132,132,J.J. Spaun,92,28.45,295,"1,037",2017,115
133,133,Ian Poulter,72,28.43,224,788,2017,115
134,T134,Fabián Gómez,61,28.32,194,685,2017,115
135,136,Kevin Streelman,90,28.30,298,"1,053",2017,115
136,137,Richy Werenski,81,28.29,254,898,2017,115
137,138,Retief Goosen,52,28.03,148,528,2017,115
T138,T139,Chad Collins,66,28.02,190,678,2017,115
T138,T139,Si Woo Kim,80,28.02,225,803,2017,115
140,141,Miguel Angel Carballo,63,27.97,186,665,2017,115
141,142,Nick Taylor,97,27.86,314,"1,127",2017,115
142,143,Steven Alker,69,27.82,205,737,2017,115
143,144,James Hahn,96,27.78,317,"1,141",2017,115
144,145,Luke Donald,50,27.72,148,534,2017,115
145,146,Louis Oosthuizen,69,27.65,201,727,2017,115
146,147,Ernie Els,52,27.63,147,532,2017,115
147,148,Jim Herman,77,27.62,253,916,2017,115
T148,T149,Tyrone Van Aswegen,105,27.57,319,"1,157",2017,115
T148,T149,Steve Wheatcroft,51,27.57,142,515,2017,115
150,151,Julián Etulain,68,27.55,208,755,2017,115
151,152,Hunter Mahan,73,27.46,226,823,2017,115
152,153,D.A. Points,68,27.34,222,812,2017,115
153,154,Brett Drewitt,57,27.27,168,616,2017,115
154,155,K.J. Choi,72,27.24,204,749,2017,115
155,156,Cameron Percy,71,27.14,222,818,2017,115
156,157,Zac Blair,105,27.13,312,"1,150",2017,115
157,158,Brett Stegmaier,78,27.11,247,911,2017,115
158,159,John Huh,92,27.02,281,"1,040",2017,115
159,160,Ben Crane,86,27.01,252,933,2017,115
160,161,Bill Haas,92,26.93,279,"1,036",2017,115
161,162,Scott Stallings,81,26.92,252,936,2017,115
162,163,Patrick Rodgers,76,26.91,236,877,2017,115
163,164,Mark Anderson,54,26.87,165,614,2017,115
164,165,David Hearn,93,26.77,265,990,2017,115
T165,T166,Michael Thompson,60,26.68,171,641,2017,115
T165,T166,Martin Flores,88,26.68,274,"1,027",2017,115
167,168,Bryce Molder,74,26.67,219,821,2017,115
168,169,Ken Duke,77,26.63,216,811,2017,115
169,170,Shawn Stefani,72,26.61,219,823,2017,115
170,171,Billy Horschel,88,26.60,279,"1,049",2017,115
171,172,Boo Weekley,75,26.50,238,898,2017,115
T172,T173,Johnson Wagner,71,26.46,200,756,2017,115
T172,T173,Nick Watney,75,26.46,218,824,2017,115
174,175,William McGirt,89,26.32,264,"1,003",2017,115
175,178,Rod Pampling,71,26.07,213,817,2017,115
176,179,Chad Campbell,97,26.06,313,"1,201",2017,115
177,180,C.T. Pan,88,25.96,270,"1,040",2017,115
178,181,Branden Grace,70,25.93,195,752,2017,115
179,182,Spencer Levin,89,25.85,259,"1,002",2017,115
180,183,Ryan Armour,63,25.81,191,740,2017,115
181,184,Geoff Ogilvy,80,25.71,218,848,2017,115
182,186,Mark Hubbard,81,25.43,221,869,2017,115
T183,T187,Jim Furyk,54,25.29,153,605,2017,115
T183,T187,Roberto Castro,70,25.29,197,779,2017,115
185,189,Ryan Palmer,61,25.12,159,633,2017,115
186,190,Alex Cejka,85,24.92,229,919,2017,115
187,191,Kyle Reifers,96,24.18,252,"1,042",2017,115
188,192,J.J. Henry,92,23.93,257,"1,074",2017,115
189,193,Jason Bohn,75,23.45,189,806,2017,115
190,194,Steven Bowditch,59,23.02,122,530,2017,115
