RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL),Year,Stat ID
T80,T84,Kevin Tway,52,2.66,23,864,2020,426
T80,T84,Chris Stroud,48,2.66,22,828,2020,426
82,T86,Paul Casey,56,2.68,27,"1,008",2020,426
83,T86,Rory McIlroy,60,2.69,29,"1,080",2020,426
T84,T88,Jim Furyk,39,2.71,19,702,2020,426
T84,T88,Adam Long,88,2.71,43,"1,584",2020,426
86,97,Dustin Johnson,49,2.72,24,882,2020,426
T87,T90,Robert Streb,54,2.78,25,900,2020,426
T87,T102,Ryan Palmer,68,2.78,34,"1,224",2020,426
T87,T90,Louis Oosthuizen,48,2.78,24,864,2020,426
T87,T90,Nate Lashley,52,2.78,26,936,2020,426
T87,T98,Sebastián Muñoz,84,2.78,42,"1,512",2020,426
92,95,Tyler Duncan,83,2.81,42,"1,494",2020,426
T93,123,Marc Leishman,61,2.82,31,"1,098",2020,426
T93,96,Charles Howell III,69,2.82,35,"1,242",2020,426
95,T107,Lanto Griffin,96,2.84,47,"1,656",2020,426
T96,T98,Henrik Norlander,74,2.85,38,"1,332",2020,426
T96,T98,Maverick McNealy,80,2.85,39,"1,368",2020,426
T96,T98,Si Woo Kim,78,2.85,38,"1,332",2020,426
99,T102,Sam Ryder,74,2.86,36,"1,260",2020,426
100,104,J.J. Spaun,62,2.87,30,"1,044",2020,426
101,105,C.T. Pan,56,2.88,29,"1,008",2020,426
102,106,Kevin Streelman,73,2.89,38,"1,314",2020,426
T103,T107,Kristoffer Ventura,48,2.90,23,792,2020,426
T103,T107,Robby Shelton,75,2.90,37,"1,278",2020,426
T103,T107,Matt Wallace,44,2.90,23,792,2020,426
106,111,Andrew Landry,63,2.91,33,"1,134",2020,426
107,112,Justin Rose,38,2.92,20,684,2020,426
T108,T113,Pat Perez,59,2.93,29,990,2020,426
T108,T113,Dominic Bozzelli,38,2.93,19,648,2020,426
T110,T115,Roger Sloan,55,2.94,27,918,2020,426
T110,T115,Keegan Bradley,68,2.94,36,"1,224",2020,426
112,T90,Daniel Berger,64,2.95,34,"1,152",2020,426
T113,117,Chase Seiffert,56,2.98,29,972,2020,426
T113,T129,Scottie Scheffler,82,2.98,44,"1,476",2020,426
T115,T118,Rhein Gibson,54,3.00,27,900,2020,426
T115,T118,Russell Knox,67,3.00,34,"1,134",2020,426
T115,T118,Cameron Tringale,63,3.00,34,"1,134",2020,426
T115,T118,Matt Jones,76,3.00,41,"1,368",2020,426
119,122,Graeme McDowell,48,3.01,26,864,2020,426
120,124,Austin Cook,64,3.06,33,"1,080",2020,426
121,125,Tom Hoge,74,3.08,41,"1,332",2020,426
122,126,Kyoung-Hoon Lee,76,3.09,40,"1,296",2020,426
T123,T137,Xander Schauffele,70,3.10,39,"1,260",2020,426
T123,T127,Wyndham Clark,65,3.10,34,"1,098",2020,426
125,T129,Seamus Power,36,3.13,18,576,2020,426
126,131,Ryan Armour,60,3.16,33,"1,044",2020,426
127,132,Mark Anderson,51,3.19,27,846,2020,426
128,133,Cameron Percy,49,3.21,26,810,2020,426
129,134,Jhonattan Vegas,52,3.22,29,900,2020,426
130,135,Corey Conners,74,3.23,43,"1,332",2020,426
T131,146,Collin Morikawa,80,3.26,47,"1,440",2020,426
T131,136,Jimmy Walker,46,3.26,27,828,2020,426
T133,T137,Rory Sabbatini,66,3.28,39,"1,188",2020,426
T133,T137,Nick Watney,46,3.28,26,792,2020,426
135,140,Scott Brown,64,3.30,38,"1,152",2020,426
T136,T141,D.J. Trahan,49,3.31,28,846,2020,426
T136,T141,Ben Taylor,44,3.31,25,756,2020,426
138,143,Xinjun Zhang,77,3.32,46,"1,386",2020,426
T139,T144,Danny Willett,40,3.33,24,720,2020,426
T139,T144,Brooks Koepka,40,3.33,24,720,2020,426
141,147,Zac Blair,70,3.37,40,"1,188",2020,426
142,151,Hideki Matsuyama,74,3.38,45,"1,332",2020,426
T143,T148,Kevin Chappell,41,3.39,25,738,2020,426
T143,T148,Branden Grace,43,3.39,25,738,2020,426
T143,T148,Brendan Steele,68,3.39,39,"1,152",2020,426
T146,T152,Kyle Stanley,57,3.46,33,954,2020,426
T146,T152,Dylan Frittelli,82,3.46,51,"1,476",2020,426
T146,T152,Sebastian Cappelen,55,3.46,33,954,2020,426
149,155,Jason Kokrak,62,3.49,39,"1,116",2020,426
150,T156,Luke List,69,3.54,44,"1,242",2020,426
151,158,Lucas Glover,67,3.57,43,"1,206",2020,426
T152,T159,Scott Harrington,68,3.59,44,"1,224",2020,426
T152,T159,Emiliano Grillo,69,3.59,42,"1,170",2020,426
154,161,Adam Schenk,78,3.60,48,"1,332",2020,426
155,162,Tommy Fleetwood,40,3.61,26,720,2020,426
T156,T163,Danny Lee,69,3.62,45,"1,242",2020,426
T156,T163,Brandon Hagy,50,3.62,30,828,2020,426
T158,T165,Kramer Hickok,51,3.63,32,882,2020,426
T158,T165,Byeong Hun An,75,3.63,49,"1,350",2020,426
160,167,Rob Oppenheim,65,3.64,40,"1,098",2020,426
T161,T168,Sung Kang,73,3.65,48,"1,314",2020,426
T161,T168,Will Gordon,36,3.65,21,576,2020,426
T161,T168,Vincent Whaley,40,3.65,25,684,2020,426
T161,T171,Joaquin Niemann,76,3.65,50,"1,368",2020,426
165,T171,Michael Gligic,52,3.70,32,864,2020,426
T166,T173,Bo Van Pelt,45,3.75,29,774,2020,426
T166,T173,Doug Ghim,44,3.75,27,720,2020,426
T168,T175,Sergio Garcia,44,3.79,30,792,2020,426
T168,T175,"Ted Potter, Jr.",46,3.79,30,792,2020,426
170,177,Keith Mitchell,64,3.82,44,"1,152",2020,426
171,178,Zack Sucher,38,3.86,25,648,2020,426
T172,180,Jim Herman,60,3.89,42,"1,080",2020,426
T172,179,Cameron Champ,70,3.89,49,"1,260",2020,426
174,181,Chris Baker,53,3.97,35,882,2020,426
175,182,Tyler McCumber,57,3.98,38,954,2020,426
176,183,Ryan Brehm,52,4.00,36,900,2020,426
177,184,Hank Lebioda,57,4.04,40,990,2020,426
178,185,Josh Teater,43,4.07,30,738,2020,426
179,186,Joseph Bramlett,57,4.09,39,954,2020,426
180,187,Chesson Hadley,62,4.12,43,"1,044",2020,426
181,188,Anirban Lahiri,35,4.13,26,630,2020,426
182,189,Grayson Murray,36,4.17,27,648,2020,426
183,190,Michael Gellerman,46,4.23,32,756,2020,426
184,191,Jason Dufner,62,4.30,48,"1,116",2020,426
185,192,Wes Roach,42,4.31,31,720,2020,426
T186,T193,Martin Laird,39,4.42,31,702,2020,426
T186,T193,Shane Lowry,44,4.42,35,792,2020,426
188,195,Martin Trainer,48,4.47,37,828,2020,426
189,196,Arjun Atwal,35,4.48,25,558,2020,426
190,197,Bill Haas,46,4.55,36,792,2020,426
191,199,Cameron Davis,62,4.79,50,"1,044",2020,426
192,200,Matt Every,47,4.94,40,810,2020,426
193,201,Aaron Wise,49,5.19,42,810,2020,426
