RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# SAVES,# BUNKERS,TOTAL O/U PAR,Year,Stat ID
T35,T34,Rhein Gibson,54,56.25,45,80,+24.00,2020,111
T35,T34,Aaron Baddeley,49,56.25,45,80,+20.00,2020,111
37,36,Russell Henley,67,55.70,44,79,+22.00,2020,111
T38,37,Brandt Snedeker,53,55.56,50,90,+23.00,2020,111
T38,33,Kevin Na,71,55.56,85,153,+37.00,2020,111
40,38,Russell Knox,67,55.43,51,92,+22.00,2020,111
41,39,Patrick Cantlay,46,55.41,41,74,+7.00,2020,111
T42,T42,Adam Scott,38,55.07,38,69,+17.00,2020,111
T42,T42,Sergio Garcia,44,55.07,38,69,+14.00,2020,111
44,51,Hideki Matsuyama,74,55.04,71,129,+26.00,2020,111
45,44,Doc Redman,82,55.00,66,120,+38.00,2020,111
46,45,Mark Anderson,51,54.88,45,82,+26.00,2020,111
47,55,Lanto Griffin,96,54.49,91,167,+32.00,2020,111
48,48,Roger Sloan,55,54.44,49,90,+41.00,2020,111
49,47,Mackenzie Hughes,70,54.40,68,125,+35.00,2020,111
50,40,Dustin Johnson,49,54.17,39,72,+26.00,2020,111
51,52,Ian Poulter,48,54.00,54,100,+35.00,2020,111
52,41,Collin Morikawa,80,53.97,68,126,+35.00,2020,111
53,54,Luke List,69,53.85,56,104,+36.00,2020,111
T54,T57,Wyndham Clark,65,53.40,55,103,+40.00,2020,111
T54,T57,Charley Hoffman,63,53.40,55,103,+30.00,2020,111
T56,T59,Chris Stroud,48,53.33,40,75,+20.00,2020,111
T56,T59,Bronson Burgoon,55,53.33,40,75,+17.00,2020,111
58,61,Kyoung-Hoon Lee,76,53.28,73,137,+38.00,2020,111
59,62,Branden Grace,43,53.13,34,64,+16.00,2020,111
60,63,Danny Lee,69,53.08,69,130,+35.00,2020,111
61,T66,Kevin Streelman,73,52.94,63,119,+45.00,2020,111
62,T68,Rob Oppenheim,65,52.69,49,93,+33.00,2020,111
63,70,Doug Ghim,44,52.63,30,57,+24.00,2020,111
64,71,Jason Dufner,62,52.58,51,97,+31.00,2020,111
65,72,Aaron Wise,49,52.38,33,63,+10.00,2020,111
66,73,Andrew Putnam,46,51.90,41,79,+38.00,2020,111
67,75,Beau Hossler,71,51.82,57,110,+36.00,2020,111
68,76,Sepp Straka,70,51.79,58,112,+34.00,2020,111
69,77,Anirban Lahiri,35,51.67,31,60,+14.00,2020,111
T70,78,Seamus Power,36,51.35,19,37,+15.00,2020,111
T70,65,Joaquin Niemann,76,51.35,57,111,+32.00,2020,111
72,74,Harris English,76,51.30,59,115,+25.00,2020,111
73,79,Keegan Bradley,68,51.28,60,117,+45.00,2020,111
74,80,Talor Gooch,83,51.02,75,147,+58.00,2020,111
75,T83,Richy Werenski,60,50.94,54,106,+30.00,2020,111
76,81,Kevin Kisner,73,50.89,57,112,+37.00,2020,111
T77,T85,Michael Gligic,52,50.79,32,63,+26.00,2020,111
T77,T85,Zac Blair,70,50.79,64,126,+57.00,2020,111
T77,T85,Bill Haas,46,50.79,32,63,+15.00,2020,111
80,88,Chris Baker,53,50.77,33,65,+21.00,2020,111
T81,T89,Byeong Hun An,75,50.71,71,140,+44.00,2020,111
T81,T89,Joel Dahmen,79,50.71,71,140,+48.00,2020,111
83,91,Dylan Frittelli,82,50.69,73,144,+42.00,2020,111
84,92,Zach Johnson,61,50.56,45,89,+39.00,2020,111
85,93,Charles Howell III,69,50.48,53,105,+34.00,2020,111
T86,T94,Arjun Atwal,35,50.00,23,46,+12.00,2020,111
T86,82,Ryan Palmer,68,50.00,58,116,+39.00,2020,111
T86,100,Sebastián Muñoz,84,50.00,62,124,+36.00,2020,111
T86,T94,Will Gordon,36,50.00,17,34,+8.00,2020,111
T86,114,Billy Horschel,79,50.00,69,138,+51.00,2020,111
T86,T94,Brian Stuard,83,50.00,64,128,+46.00,2020,111
T86,T94,Xinjun Zhang,77,50.00,69,138,+52.00,2020,111
T86,T94,Cameron Tringale,63,50.00,43,86,+28.00,2020,111
94,99,Denny McCarthy,81,49.64,68,137,+50.00,2020,111
95,101,Matthew NeSmith,72,49.48,48,97,+21.00,2020,111
96,102,Brendan Steele,68,49.46,46,93,+35.00,2020,111
97,103,Hank Lebioda,57,49.45,45,91,+28.00,2020,111
T98,T104,Si Woo Kim,78,49.32,72,146,+34.00,2020,111
T98,T104,Ryan Brehm,52,49.32,36,73,+39.00,2020,111
T100,115,Abraham Ancer,74,49.18,60,122,+40.00,2020,111
T100,T106,Kramer Hickok,51,49.18,30,61,+18.00,2020,111
T100,T106,Lucas Glover,67,49.18,60,122,+34.00,2020,111
103,108,Patrick Rodgers,95,49.15,58,118,+34.00,2020,111
104,109,Ben Taylor,44,49.12,28,57,+24.00,2020,111
105,110,Jordan Spieth,62,49.09,54,110,+37.00,2020,111
106,111,Adam Schenk,78,49.07,53,108,+36.00,2020,111
107,112,Cameron Percy,49,49.06,26,53,+21.00,2020,111
108,113,Max Homa,70,49.04,51,104,+37.00,2020,111
109,T121,Scottie Scheffler,82,48.99,73,149,+53.00,2020,111
110,116,Carlos Ortiz,72,48.67,55,113,+29.00,2020,111
111,117,Harry Higgs,83,48.65,72,148,+48.00,2020,111
112,118,Tim Wilkinson,50,48.57,34,70,+21.00,2020,111
113,119,Zack Sucher,38,48.33,29,60,+19.00,2020,111
114,120,Brice Garnett,58,48.31,43,89,+29.00,2020,111
115,T121,Scott Stallings,71,48.28,42,87,+38.00,2020,111
116,123,Ben Martin,38,48.21,27,56,+21.00,2020,111
117,T127,Cameron Champ,70,48.18,53,110,+31.00,2020,111
118,124,Nelson Ledesma,42,48.15,39,81,+32.00,2020,111
119,125,Joseph Bramlett,57,48.10,38,79,+32.00,2020,111
120,126,Keith Mitchell,64,48.04,49,102,+39.00,2020,111
121,T127,Kyle Stanley,57,48.00,36,75,+21.00,2020,111
122,129,Troy Merritt,72,47.96,47,98,+45.00,2020,111
T123,T130,Rickie Fowler,44,47.95,35,73,+26.00,2020,111
T123,T130,Martin Trainer,48,47.95,35,73,+34.00,2020,111
T123,T130,Ryan Moore,48,47.95,35,73,+22.00,2020,111
126,147,Tony Finau,72,47.75,53,111,+34.00,2020,111
127,133,Sebastian Cappelen,55,47.73,42,88,+35.00,2020,111
T128,T134,Gary Woodland,62,47.62,50,105,+39.00,2020,111
T128,T134,Kevin Chappell,41,47.62,30,63,+20.00,2020,111
130,136,Paul Casey,56,47.50,38,80,+27.00,2020,111
131,137,Mark Hubbard,86,47.26,69,146,+64.00,2020,111
T132,T138,Matthew Fitzpatrick,54,47.17,50,106,+41.00,2020,111
T132,T138,Stewart Cink,51,47.17,50,106,+35.00,2020,111
134,140,Vaughn Taylor,61,47.01,63,134,+60.00,2020,111
135,141,Nate Lashley,52,46.99,39,83,+32.00,2020,111
136,142,Emiliano Grillo,69,46.74,43,92,+31.00,2020,111
137,143,Robby Shelton,75,46.46,46,99,+36.00,2020,111
138,144,Nick Taylor,59,46.34,38,82,+34.00,2020,111
T139,T145,C.T. Pan,56,46.24,43,93,+38.00,2020,111
T139,T145,Andrew Landry,63,46.24,43,93,+38.00,2020,111
141,T148,J.J. Spaun,62,45.83,44,96,+37.00,2020,111
142,150,David Hearn,55,45.59,31,68,+30.00,2020,111
T143,162,Viktor Hovland,74,45.45,60,132,+53.00,2020,111
T143,T151,D.J. Trahan,49,45.45,35,77,+29.00,2020,111
T143,T151,Jim Furyk,39,45.45,30,66,+36.00,2020,111
T143,T151,Patton Kizzire,55,45.45,35,77,+39.00,2020,111
147,154,Bubba Watson,66,45.36,44,97,+23.00,2020,111
148,155,Nick Watney,46,45.31,29,64,+20.00,2020,111
149,156,Adam Long,88,45.21,66,146,+64.00,2020,111
150,174,Rory McIlroy,60,45.16,42,93,+33.00,2020,111
151,157,Chase Seiffert,56,45.00,36,80,+33.00,2020,111
152,158,Peter Malnati,61,44.93,31,69,+31.00,2020,111
153,159,Chesson Hadley,62,44.79,43,96,+39.00,2020,111
T154,T160,Sung Kang,73,44.44,64,144,+57.00,2020,111
T154,T160,Corey Conners,74,44.44,48,108,+42.00,2020,111
156,163,Scott Brown,64,44.12,45,102,+36.00,2020,111
T157,T164,Henrik Norlander,74,43.97,51,116,+43.00,2020,111
T157,T164,Harold Varner III,74,43.97,51,116,+41.00,2020,111
159,166,Brooks Koepka,40,43.84,32,73,+28.00,2020,111
160,167,Jason Kokrak,62,43.75,42,96,+43.00,2020,111
161,168,Grayson Murray,36,43.55,27,62,+20.00,2020,111
T162,T169,Dominic Bozzelli,38,43.48,30,69,+31.00,2020,111
T162,T169,Matthew Wolff,74,43.48,50,115,+44.00,2020,111
164,172,Tom Hoge,74,43.33,52,120,+50.00,2020,111
165,173,Louis Oosthuizen,48,43.21,35,81,+39.00,2020,111
166,176,Tyrrell Hatton,42,43.18,19,44,+18.00,2020,111
167,175,Tyler Duncan,83,42.98,52,121,+51.00,2020,111
168,177,Sam Ryder,74,42.39,39,92,+40.00,2020,111
T169,178,Austin Cook,64,42.11,32,76,+33.00,2020,111
T169,171,Marc Leishman,61,42.11,48,114,+50.00,2020,111
171,179,Jim Herman,60,41.96,47,112,+60.00,2020,111
172,180,James Hahn,36,40.32,25,62,+28.00,2020,111
173,181,Bo Hoag,71,40.19,43,107,+44.00,2020,111
174,182,Matt Every,47,39.47,30,76,+42.00,2020,111
175,183,"Ted Potter, Jr.",46,39.44,28,71,+31.00,2020,111
176,184,Tyler McCumber,57,39.24,31,79,+31.00,2020,111
T177,T185,Kevin Tway,52,39.19,29,74,+30.00,2020,111
T177,T185,Jhonattan Vegas,52,39.19,29,74,+28.00,2020,111
179,187,Ryan Armour,60,39.02,32,82,+37.00,2020,111
180,188,Wes Roach,42,38.98,23,59,+29.00,2020,111
181,189,Brian Gay,67,38.53,42,109,+58.00,2020,111
182,190,Kristoffer Ventura,48,38.18,21,55,+35.00,2020,111
183,191,Rafa Cabrera Bello,53,37.93,33,87,+38.00,2020,111
184,192,Jimmy Walker,46,37.11,36,97,+53.00,2020,111
185,193,Graeme McDowell,48,36.49,27,74,+43.00,2020,111
186,194,Scott Piercy,66,36.19,38,105,+63.00,2020,111
187,195,Robert Streb,54,35.37,29,82,+39.00,2020,111
188,196,Josh Teater,43,35.29,18,51,+23.00,2020,111
189,197,Michael Gellerman,46,33.33,18,54,+25.00,2020,111
190,198,Martin Laird,39,32.20,19,59,+26.00,2020,111
191,199,Sam Burns,60,32.14,27,84,+43.00,2020,111
192,200,Vincent Whaley,40,29.41,15,51,+28.00,2020,111
193,201,Bo Van Pelt,45,25.86,15,58,+37.00,2020,111
