RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,Year,Stat ID
36,35,Phil Mickelson,75,.218,12.872,59,2016,02569
37,44,Rory McIlroy,69,.211,10.122,48,2016,02569
T38,T37,Vijay Singh,72,.209,13.575,65,2016,02569
T38,T37,Robert Streb,87,.209,13.781,66,2016,02569
T40,T40,Keegan Bradley,82,.205,12.902,63,2016,02569
T40,T40,Chris Kirk,90,.205,15.162,74,2016,02569
42,42,Rod Pampling,54,.199,7.361,37,2016,02569
43,43,Matt Jones,83,.197,12.389,63,2016,02569
44,45,Marc Leishman,89,.191,12.427,65,2016,02569
45,52,Roberto Castro,97,.190,16.718,88,2016,02569
46,46,Spencer Levin,104,.184,15.049,82,2016,02569
47,47,Francesco Molinari,64,.183,10.416,57,2016,02569
48,48,Rob Oppenheim,67,.176,9.001,51,2016,02569
49,49,Ben Crane,80,.173,11.386,66,2016,02569
50,50,Louis Oosthuizen,63,.170,7.132,42,2016,02569
51,51,Mark Wilson,66,.163,8.958,55,2016,02569
52,53,K.J. Choi,73,.159,10.680,67,2016,02569
T53,T54,Geoff Ogilvy,63,.157,7.842,50,2016,02569
T53,T54,Patrick Rodgers,89,.157,11.154,71,2016,02569
55,62,Paul Casey,77,.150,8.552,57,2016,02569
56,56,Whee Kim,82,.148,9.607,65,2016,02569
57,57,Brian Stuard,66,.140,8.405,60,2016,02569
58,58,Shane Lowry,57,.139,5.159,37,2016,02569
59,59,Harris English,97,.138,10.068,73,2016,02569
60,60,James Hahn,85,.135,9.451,70,2016,02569
61,61,Jeff Overton,69,.134,7.791,58,2016,02569
62,68,Kevin Chappell,93,.126,9.816,78,2016,02569
63,63,Brian Harman,104,.120,11.073,92,2016,02569
64,64,Shawn Stefani,91,.116,8.902,77,2016,02569
65,65,Camilo Villegas,83,.113,8.006,71,2016,02569
66,T66,Cameron Tringale,81,.104,7.305,70,2016,02569
67,69,Dicky Pride,55,.094,3.867,41,2016,02569
68,71,Gary Woodland,95,.088,6.857,78,2016,02569
69,36,Kevin Na,96,.087,6.001,69,2016,02569
T70,70,Jason Dufner,105,.081,6.398,79,2016,02569
T70,72,David Hearn,95,.081,6.665,82,2016,02569
72,73,Erik Compton,65,.074,3.755,51,2016,02569
73,T66,Russell Knox,92,.073,4.744,65,2016,02569
74,75,Will MacKenzie,84,.072,4.775,66,2016,02569
75,79,Dustin Johnson,87,.066,4.130,63,2016,02569
76,77,Smylie Kaufman,91,.059,4.280,72,2016,02569
77,78,Abraham Ancer,51,.057,2.171,38,2016,02569
78,80,Rory Sabbatini,57,.054,2.111,39,2016,02569
79,81,Martin Laird,82,.053,3.777,71,2016,02569
80,82,Michael Thompson,71,.051,2.780,54,2016,02569
T81,T83,Freddie Jacobson,86,.050,3.580,72,2016,02569
T81,T83,John Huh,86,.050,3.927,79,2016,02569
83,86,Adam Scott,79,.049,2.743,56,2016,02569
84,85,Luke Guthrie,57,.046,2.091,45,2016,02569
85,87,D.A. Points,55,.041,1.618,39,2016,02569
86,88,Tyler Aldridge,83,.036,2.383,67,2016,02569
87,89,Branden Grace,63,.032,1.333,42,2016,02569
88,90,Fabián Gómez,82,.030,2.216,73,2016,02569
89,91,Daniel Summerhays,99,.027,2.137,79,2016,02569
90,76,Sean O'Hair,89,.024,2.047,84,2016,02569
91,92,Danny Lee,93,.020,1.407,71,2016,02569
92,93,Scott Stallings,74,.018,1.108,63,2016,02569
93,94,Stewart Cink,61,.017,.837,49,2016,02569
94,106,Hideki Matsuyama,76,.015,.876,58,2016,02569
T95,T95,Jonas Blixt,79,.012,.789,68,2016,02569
T95,T95,Steve Wheatcroft,85,.012,.828,70,2016,02569
T95,T95,Derek Ernst,59,.012,.528,43,2016,02569
98,98,D.H. Lee,61,.007,.335,46,2016,02569
99,99,Luke List,79,.004,.289,65,2016,02569
100,100,Sam Saunders,69,.003,.165,51,2016,02569
101,101,Scott Piercy,87,.002,.154,65,2016,02569
102,102,Zac Blair,99,.001,.055,81,2016,02569
103,103,Ryan Palmer,86,.000,.038,78,2016,02569
104,104,Graeme McDowell,63,-.003,-.131,45,2016,02569
105,107,Kevin Streelman,82,-.008,-.540,64,2016,02569
106,108,Tyrone Van Aswegen,105,-.013,-1.112,88,2016,02569
107,109,Ernie Els,66,-.014,-.789,56,2016,02569
T108,110,Bubba Watson,72,-.017,-.878,51,2016,02569
T108,105,Justin Thomas,99,-.017,-1.310,75,2016,02569
110,111,Derek Fathauer,94,-.026,-1.970,76,2016,02569
111,115,William McGirt,98,-.029,-2.513,88,2016,02569
112,112,Sergio Garcia,54,-.031,-.963,31,2016,02569
T113,T113,Hiroshi Iwata,85,-.033,-2.234,67,2016,02569
T113,T113,Brooks Koepka,75,-.033,-1.956,60,2016,02569
115,116,Russell Henley,76,-.038,-2.607,69,2016,02569
116,117,Vaughn Taylor,72,-.042,-2.822,67,2016,02569
117,118,Steven Bowditch,71,-.044,-2.405,55,2016,02569
118,119,Tony Finau,95,-.045,-3.480,78,2016,02569
119,120,Ken Duke,58,-.048,-2.291,48,2016,02569
120,121,Sung Kang,89,-.053,-3.882,73,2016,02569
121,122,Blayne Barber,84,-.056,-4.181,74,2016,02569
122,123,Jerry Kelly,76,-.059,-3.535,60,2016,02569
T123,T124,Cameron Smith,73,-.062,-2.870,46,2016,02569
T123,T124,Morgan Hoffmann,71,-.062,-3.665,59,2016,02569
125,126,Brendon de Jonge,83,-.063,-4.110,65,2016,02569
126,127,Chez Reavie,90,-.068,-5.134,76,2016,02569
127,128,Kyle Stanley,92,-.070,-5.559,79,2016,02569
128,130,Peter Malnati,85,-.073,-5.406,74,2016,02569
129,131,Harold Varner III,92,-.078,-6.230,80,2016,02569
T130,T132,Patton Kizzire,93,-.080,-6.019,75,2016,02569
T130,T132,Anirban Lahiri,72,-.080,-3.854,48,2016,02569
132,134,Adam Hadwin,93,-.081,-7.135,88,2016,02569
133,135,Charley Hoffman,91,-.085,-6.023,71,2016,02569
134,136,J.J. Henry,68,-.097,-5.916,61,2016,02569
135,129,Daniel Berger,92,-.100,-7.220,72,2016,02569
136,137,Billy Horschel,73,-.102,-5.816,57,2016,02569
T137,T138,David Lingmerth,84,-.103,-6.197,60,2016,02569
T137,T138,Kelly Kraft,63,-.103,-4.652,45,2016,02569
139,140,Billy Hurley III,66,-.104,-6.128,59,2016,02569
140,T141,Lucas Glover,75,-.110,-7.376,67,2016,02569
141,143,Michael Kim,100,-.111,-9.533,86,2016,02569
142,T141,Jhonattan Vegas,97,-.112,-9.097,81,2016,02569
143,144,Kyle Reifers,115,-.113,-10.993,97,2016,02569
144,146,Henrik Norlander,71,-.117,-6.206,53,2016,02569
145,147,Chris Stroud,82,-.119,-8.194,69,2016,02569
146,148,Jim Herman,93,-.122,-8.638,71,2016,02569
147,149,Nick Taylor,83,-.123,-8.106,66,2016,02569
148,150,Scott Brown,88,-.124,-8.699,70,2016,02569
149,151,Colt Knost,90,-.131,-9.294,71,2016,02569
150,152,Chesson Hadley,81,-.132,-8.843,67,2016,02569
151,153,Andres Gonzales,80,-.135,-8.659,64,2016,02569
152,154,Brett Stegmaier,87,-.152,-11.415,75,2016,02569
153,155,Johnson Wagner,86,-.154,-11.686,76,2016,02569
154,156,Mark Hubbard,101,-.155,-12.880,83,2016,02569
155,157,Troy Merritt,77,-.166,-10.784,65,2016,02569
156,163,Emiliano Grillo,93,-.167,-12.198,73,2016,02569
157,158,George McNeill,51,-.168,-7.738,46,2016,02569
158,159,Andrew Loupe,75,-.172,-11.533,67,2016,02569
159,160,Boo Weekley,83,-.174,-12.386,71,2016,02569
160,161,Tom Hoge,81,-.175,-11.000,63,2016,02569
161,162,Brendan Steele,88,-.188,-12.978,69,2016,02569
162,164,Jason Kokrak,89,-.238,-17.840,75,2016,02569
163,165,Martin Piller,59,-.240,-11.291,47,2016,02569
164,166,Will Wilcox,67,-.261,-14.884,57,2016,02569
165,167,Steve Marino,72,-.263,-14.706,56,2016,02569
166,168,Jason Bohn,67,-.265,-15.654,59,2016,02569
167,169,Hunter Mahan,61,-.268,-13.398,50,2016,02569
168,170,Carlos Ortiz,79,-.272,-16.619,61,2016,02569
169,171,Ben Martin,92,-.277,-22.144,80,2016,02569
170,172,Greg Owen,85,-.279,-19.221,69,2016,02569
171,173,Robert Garrigus,69,-.286,-15.712,55,2016,02569
172,174,John Senden,88,-.299,-23.597,79,2016,02569
173,175,Kevin Kisner,97,-.331,-24.128,73,2016,02569
174,176,Wes Roach,59,-.338,-14.523,43,2016,02569
175,178,Robert Allenby,51,-.368,-15.101,41,2016,02569
T176,T179,Rhein Gibson,58,-.376,-16.528,44,2016,02569
T176,T179,Scott Pinckney,87,-.376,-26.715,71,2016,02569
178,181,Thomas Aiken,70,-.390,-18.712,48,2016,02569
179,182,Andrew Landry,53,-.396,-13.058,33,2016,02569
180,183,Bronson Burgoon,83,-.398,-25.878,65,2016,02569
181,184,Dawie van der Walt,72,-.410,-22.953,56,2016,02569
182,185,Hudson Swafford,104,-.561,-51.636,92,2016,02569
183,186,Graham DeLaet,70,-.567,-33.477,59,2016,02569
184,187,Jason Gore,78,-.581,-34.853,60,2016,02569
185,188,Ángel Cabrera,62,-.582,-28.531,49,2016,02569
