RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# BIRDIES,GREENS HIT,Year,Stat ID
63,T64,Curtis Luck,65,31.52,209,663,2019,115
64,66,Ryan Moore,74,31.49,285,905,2019,115
65,67,Martin Trainer,63,31.48,209,664,2019,115
66,68,Byeong Hun An,80,31.45,295,938,2019,115
67,69,Nate Lashley,70,31.43,259,824,2019,115
68,70,Ollie Schniederjans,77,31.40,265,844,2019,115
T69,T71,Chase Wright,75,31.35,264,842,2019,115
T69,T71,Peter Uihlein,84,31.35,290,925,2019,115
71,73,Nick Watney,87,31.31,320,"1,022",2019,115
72,T64,Abraham Ancer,93,31.28,330,"1,055",2019,115
73,74,Cody Gribble,74,31.27,227,726,2019,115
74,102,Louis Oosthuizen,71,31.24,239,765,2019,115
75,76,Talor Gooch,54,31.22,212,679,2019,115
76,77,Anirban Lahiri,73,31.20,244,782,2019,115
77,78,Johnson Wagner,64,31.19,233,747,2019,115
78,79,Kelly Kraft,87,31.17,283,908,2019,115
79,80,Scott Piercy,90,31.15,337,"1,082",2019,115
T80,T81,Nick Taylor,97,31.14,350,"1,124",2019,115
T80,T81,Sergio Garcia,53,31.14,156,501,2019,115
82,T83,Sam Saunders,78,31.13,268,861,2019,115
83,85,Matthew Fitzpatrick,54,31.11,182,585,2019,115
84,75,Lucas Glover,94,31.09,342,"1,100",2019,115
85,86,"Ted Potter, Jr.",73,31.01,263,848,2019,115
86,87,J.B. Holmes,78,30.98,259,836,2019,115
87,T88,Scott Stallings,82,30.97,288,930,2019,115
88,T88,Paul Casey,79,30.92,295,954,2019,115
T89,T90,Luke List,66,30.89,228,738,2019,115
T89,T90,Bubba Watson,65,30.89,215,696,2019,115
91,92,Andrew Landry,80,30.87,276,894,2019,115
T92,T93,Pat Perez,68,30.86,225,729,2019,115
T92,T93,Patrick Rodgers,55,30.86,183,593,2019,115
T94,T95,Ryan Blaum,90,30.83,295,957,2019,115
T94,T95,Scott Langley,78,30.83,254,824,2019,115
96,97,Kiradech Aphibarnrat,65,30.81,212,688,2019,115
97,98,Jonas Blixt,82,30.67,272,887,2019,115
98,T83,Brandt Snedeker,102,30.65,354,"1,155",2019,115
99,99,Mackenzie Hughes,80,30.53,272,891,2019,115
100,100,Charles Howell III,94,30.50,351,"1,151",2019,115
101,101,Trey Mullinax,77,30.47,270,886,2019,115
102,103,Matt Jones,88,30.42,306,"1,006",2019,115
103,104,Daniel Berger,70,30.36,235,774,2019,115
104,105,Roberto Díaz,73,30.32,235,775,2019,115
105,107,Tyrrell Hatton,62,30.25,209,691,2019,115
106,108,Sangmoon Bae,60,30.21,190,629,2019,115
107,109,Harold Varner III,84,30.13,298,989,2019,115
108,110,Satoshi Kodaira,67,30.10,220,731,2019,115
T109,T111,Sung Kang,86,30.09,300,997,2019,115
T109,T111,Joaquin Niemann,98,30.09,353,"1,173",2019,115
111,113,Brian Stuard,98,30.08,330,"1,097",2019,115
112,114,Hudson Swafford,59,30.06,205,682,2019,115
113,115,J.J. Spaun,90,29.99,302,"1,007",2019,115
114,116,Jonathan Byrd,55,29.97,172,574,2019,115
115,117,Kyoung-Hoon Lee,92,29.93,305,"1,019",2019,115
116,118,Bronson Burgoon,59,29.91,201,672,2019,115
117,119,Josh Teater,73,29.80,253,849,2019,115
118,120,Shawn Stefani,80,29.77,284,954,2019,115
119,121,Max Homa,82,29.76,278,934,2019,115
T120,T122,Billy Horschel,99,29.73,333,"1,120",2019,115
T120,T122,Emiliano Grillo,85,29.73,286,962,2019,115
122,124,Whee Kim,73,29.72,244,821,2019,115
123,125,Richy Werenski,89,29.66,291,981,2019,115
124,126,Graeme McDowell,75,29.63,245,827,2019,115
125,127,Jim Herman,52,29.60,169,571,2019,115
126,128,Stephan Jaeger,77,29.57,249,842,2019,115
T127,T130,Brian Harman,91,29.53,303,"1,026",2019,115
T127,136,Kevin Kisner,97,29.53,305,"1,033",2019,115
T127,T130,Chesson Hadley,76,29.53,254,860,2019,115
T130,T132,Chris Stroud,70,29.51,206,698,2019,115
T130,T132,Charley Hoffman,74,29.51,247,837,2019,115
T132,T134,Wes Roach,69,29.50,226,766,2019,115
T132,T134,Brice Garnett,87,29.50,313,"1,061",2019,115
134,137,Danny Willett,63,29.47,221,750,2019,115
135,138,Kevin Na,65,29.39,204,694,2019,115
136,139,Hunter Mahan,59,29.36,212,722,2019,115
137,140,Ryan Armour,92,29.34,328,"1,118",2019,115
138,141,Kevin Streelman,83,29.26,297,"1,015",2019,115
139,142,Kevin Tway,84,29.25,282,964,2019,115
140,143,Martin Laird,88,29.24,293,"1,002",2019,115
141,144,Bill Haas,77,29.18,234,802,2019,115
142,145,Keegan Bradley,89,29.17,294,"1,008",2019,115
143,146,Brian Gay,93,29.15,300,"1,029",2019,115
144,147,Seth Reeves,73,29.14,234,803,2019,115
145,148,Scott Brown,86,29.04,284,978,2019,115
146,149,Adam Svensson,73,29.02,242,834,2019,115
147,150,Roberto Castro,76,29.01,257,886,2019,115
148,129,Tommy Fleetwood,71,29.00,223,769,2019,115
149,151,C.T. Pan,84,28.98,273,942,2019,115
150,152,Carlos Ortiz,84,28.86,288,998,2019,115
151,153,Kramer Hickok,79,28.83,267,926,2019,115
152,155,David Hearn,55,28.70,163,568,2019,115
153,156,Russell Henley,78,28.69,245,854,2019,115
154,157,John Chin,58,28.64,191,667,2019,115
155,158,Freddie Jacobson,53,28.60,165,577,2019,115
156,154,Corey Conners,90,28.58,323,"1,130",2019,115
157,159,Jason Dufner,74,28.52,261,915,2019,115
158,160,Dylan Frittelli,83,28.51,282,989,2019,115
159,161,Fabián Gómez,62,28.50,216,758,2019,115
160,162,Julián Etulain,70,28.48,211,741,2019,115
161,163,Harris English,97,28.45,311,"1,093",2019,115
162,164,Brady Schnell,53,28.40,167,588,2019,115
T163,T165,Alex Noren,63,28.37,200,705,2019,115
T163,T165,Zach Johnson,64,28.37,204,719,2019,115
165,167,Tom Hoge,98,28.33,302,"1,066",2019,115
166,168,Branden Grace,76,28.32,228,805,2019,115
T167,T169,Anders Albertson,68,28.24,220,779,2019,115
T167,T169,Henrik Stenson,58,28.24,168,595,2019,115
169,171,Seamus Power,80,28.21,226,801,2019,115
170,172,Brendan Steele,68,28.17,220,781,2019,115
T171,T173,Russell Knox,79,28.11,251,893,2019,115
T171,T173,Jim Knous,57,28.11,181,644,2019,115
T171,T173,Ben Silverman,70,28.11,228,811,2019,115
174,176,Kyle Stanley,81,27.97,257,919,2019,115
175,177,Robert Streb,80,27.87,238,854,2019,115
176,178,Jimmy Walker,74,27.44,236,860,2019,115
177,179,Joey Garber,63,27.35,186,680,2019,115
178,180,Francesco Molinari,61,27.23,168,617,2019,115
179,181,Tyler Duncan,89,27.14,276,"1,017",2019,115
180,182,Alex Prugh,77,27.06,246,909,2019,115
181,183,Jim Furyk,73,26.92,228,847,2019,115
182,184,Ernie Els,51,26.87,151,562,2019,115
183,185,Adam Long,76,26.55,235,885,2019,115
184,186,Michael Kim,61,26.53,169,637,2019,115
185,187,Kyle Jones,72,26.25,205,781,2019,115
186,189,Rod Pampling,56,25.59,153,598,2019,115
187,191,Alex Cejka,58,24.87,144,579,2019,115
188,192,J.J. Henry,58,19.74,123,623,2019,115
