RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,Year,Stat ID
41,43,Shawn Stefani,94,.332,29.245,88,2015,02567
42,44,John Senden,80,.331,16.863,51,2015,02567
43,45,Francesco Molinari,56,.324,13.933,43,2015,02567
44,46,Brian Harman,90,.322,25.140,78,2015,02567
45,47,Alex Prugh,84,.319,22.941,72,2015,02567
46,35,Kevin Kisner,104,.316,29.675,94,2015,02567
47,49,Nick Watney,91,.310,25.136,81,2015,02567
48,T37,Robert Streb,110,.309,29.668,96,2015,02567
49,50,Sam Saunders,83,.307,19.318,63,2015,02567
50,51,Scott Brown,97,.296,23.938,81,2015,02567
51,52,Jason Gore,76,.284,16.469,58,2015,02567
52,53,Brendon de Jonge,106,.276,25.357,92,2015,02567
53,54,Hudson Swafford,97,.273,22.637,83,2015,02567
54,48,Scott Piercy,90,.270,22.416,83,2015,02567
55,55,Oscar Fraustro,58,.259,10.346,40,2015,02567
56,59,Sangmoon Bae,98,.251,22.059,88,2015,02567
57,56,Matt Jones,89,.249,16.681,67,2015,02567
58,58,Jason Dufner,76,.242,11.608,48,2015,02567
59,57,Zach Johnson,90,.240,16.777,70,2015,02567
60,63,Webb Simpson,81,.225,14.431,64,2015,02567
61,64,Blayne Barber,76,.208,13.135,63,2015,02567
62,65,Spencer Levin,99,.204,16.946,83,2015,02567
63,66,Davis Love III,51,.189,7.939,42,2015,02567
64,67,Gonzalo Fernandez-Castaño,81,.187,11.768,63,2015,02567
65,68,Gary Woodland,81,.177,9.574,54,2015,02567
66,69,Jhonattan Vegas,90,.173,12.473,72,2015,02567
67,70,Kevin Chappell,86,.160,11.972,75,2015,02567
68,72,Sean O'Hair,86,.153,12.401,81,2015,02567
69,73,Vijay Singh,78,.152,10.479,69,2015,02567
70,74,Steve Wheatcroft,87,.148,10.667,72,2015,02567
71,60,Bill Haas,89,.140,9.960,71,2015,02567
72,75,Geoff Ogilvy,50,.138,4.840,35,2015,02567
73,71,Matt Kuchar,97,.136,10.494,77,2015,02567
74,76,Chad Campbell,97,.130,11.837,91,2015,02567
75,77,Cameron Percy,72,.128,7.437,58,2015,02567
T76,78,Scott Pinckney,88,.123,9.126,74,2015,02567
T76,T85,Rickie Fowler,76,.123,6.998,57,2015,02567
78,79,Bill Lunde,50,.110,3.945,36,2015,02567
79,80,Kyle Reifers,96,.108,8.652,80,2015,02567
80,81,James Hahn,94,.106,8.305,78,2015,02567
81,82,Sung Joon Park,79,.104,6.583,63,2015,02567
82,83,Russell Knox,96,.098,8.491,87,2015,02567
83,84,Jamie Donaldson,50,.095,3.048,32,2015,02567
T84,T85,Rory Sabbatini,81,.094,6.205,66,2015,02567
T84,T85,Lee Westwood,56,.094,3.012,32,2015,02567
86,88,Adam Hadwin,95,.088,7.105,81,2015,02567
T87,T89,Stewart Cink,77,.087,5.760,66,2015,02567
T87,T89,William McGirt,103,.087,8.425,97,2015,02567
89,91,Roberto Castro,54,.079,2.826,36,2015,02567
90,92,Jerry Kelly,79,.073,4.790,66,2015,02567
91,93,Phil Mickelson,70,.072,3.940,55,2015,02567
92,94,Ryan Moore,81,.071,4.315,61,2015,02567
93,96,Ken Duke,93,.067,5.226,78,2015,02567
T94,T97,Max Homa,78,.066,4.101,62,2015,02567
T94,T97,J.J. Henry,94,.066,5.021,76,2015,02567
96,99,Jim Furyk,71,.064,3.339,52,2015,02567
97,100,Ángel Cabrera,53,.060,2.537,42,2015,02567
98,101,John Merrick,78,.056,3.238,58,2015,02567
99,102,Greg Owen,58,.036,1.455,40,2015,02567
100,103,Tom Hoge,83,.035,2.284,65,2015,02567
101,104,Graham DeLaet,65,.027,1.441,54,2015,02567
102,105,Marc Leishman,74,.021,1.134,54,2015,02567
103,106,Jason Bohn,95,.019,1.618,87,2015,02567
104,95,Harris English,105,.009,.802,88,2015,02567
105,108,Pat Perez,96,-.010,-.811,83,2015,02567
106,109,Johnson Wagner,68,-.013,-.723,57,2015,02567
107,110,Ben Martin,93,-.016,-1.217,77,2015,02567
108,111,Hunter Mahan,88,-.023,-1.507,65,2015,02567
109,112,Michael Putnam,87,-.025,-1.703,68,2015,02567
110,113,Morgan Hoffmann,85,-.032,-2.183,69,2015,02567
111,114,Jeff Overton,94,-.036,-2.731,75,2015,02567
112,115,Carl Pettersson,106,-.038,-3.615,96,2015,02567
T113,T116,John Huh,102,-.041,-3.681,89,2015,02567
T113,T116,David Toms,62,-.041,-2.278,55,2015,02567
115,T121,Steven Bowditch,103,-.053,-4.703,88,2015,02567
116,119,Ian Poulter,68,-.054,-2.594,48,2015,02567
117,120,Mark Hubbard,79,-.060,-3.629,61,2015,02567
118,T121,Scott Stallings,60,-.061,-2.977,49,2015,02567
119,107,Patrick Reed,103,-.071,-5.375,76,2015,02567
120,123,Cameron Tringale,96,-.074,-5.883,79,2015,02567
121,124,Martin Laird,77,-.078,-5.684,73,2015,02567
T122,T125,Chesson Hadley,101,-.080,-7.145,89,2015,02567
T122,T125,Nick Taylor,91,-.080,-6.630,83,2015,02567
124,127,Colt Knost,90,-.084,-6.241,74,2015,02567
125,128,Byron Smith,59,-.085,-3.660,43,2015,02567
126,129,Michael Thompson,83,-.089,-6.675,75,2015,02567
127,133,Brian Stuard,97,-.103,-8.173,79,2015,02567
128,134,Daniel Summerhays,101,-.111,-9.870,89,2015,02567
129,135,Jonas Blixt,78,-.115,-5.996,52,2015,02567
130,136,Brian Davis,86,-.119,-8.435,71,2015,02567
131,130,Brandt Snedeker,98,-.126,-9.453,75,2015,02567
132,137,Scott Langley,94,-.128,-10.107,79,2015,02567
133,138,Steven Alker,62,-.129,-6.461,50,2015,02567
134,140,Jonathan Byrd,69,-.145,-7.387,51,2015,02567
135,141,Chris Kirk,76,-.150,-8.423,56,2015,02567
136,139,Jimmy Walker,89,-.161,-10.297,64,2015,02567
T137,T142,Brendon Todd,96,-.168,-12.753,76,2015,02567
T137,T142,Roger Sloan,56,-.168,-6.735,40,2015,02567
139,144,Andrew Svoboda,80,-.171,-11.956,70,2015,02567
140,145,Brice Garnett,81,-.198,-12.670,64,2015,02567
141,146,Whee Kim,71,-.201,-11.233,56,2015,02567
T142,T147,David Hearn,97,-.216,-18.351,85,2015,02567
T142,T147,Fabián Gómez,83,-.216,-14.911,69,2015,02567
T142,T147,Erik Compton,86,-.216,-15.093,70,2015,02567
145,150,George McNeill,93,-.223,-19.814,89,2015,02567
146,151,Heath Slocum,57,-.229,-8.930,39,2015,02567
147,152,Alex Cejka,94,-.233,-18.444,79,2015,02567
148,153,Chris Stroud,84,-.249,-16.902,68,2015,02567
149,154,Chad Collins,79,-.250,-15.746,63,2015,02567
150,155,Robert Allenby,63,-.262,-13.386,51,2015,02567
151,156,Andres Romero,69,-.269,-14.508,54,2015,02567
152,157,Retief Goosen,81,-.271,-16.235,60,2015,02567
153,158,Ernie Els,57,-.285,-11.100,39,2015,02567
154,159,Bryce Molder,91,-.294,-22.656,77,2015,02567
T155,T160,Bo Van Pelt,81,-.296,-19.249,65,2015,02567
T155,T160,Camilo Villegas,83,-.296,-21.879,74,2015,02567
T157,T162,Zac Blair,108,-.299,-26.316,88,2015,02567
T157,T162,Mark Wilson,89,-.299,-24.184,81,2015,02567
159,T162,Danny Lee,120,-.301,-30.100,100,2015,02567
160,165,Ben Crane,62,-.303,-15.774,52,2015,02567
161,166,Luke Guthrie,84,-.314,-21.344,68,2015,02567
162,167,Greg Chalmers,58,-.323,-11.636,36,2015,02567
T163,T168,Tim Wilkinson,73,-.326,-18.883,58,2015,02567
T163,T168,Troy Merritt,91,-.326,-26.723,82,2015,02567
165,T168,Kevin Na,98,-.329,-23.391,71,2015,02567
166,172,Andres Gonzales,90,-.386,-29.367,76,2015,02567
167,173,Jon Curran,83,-.406,-26.406,65,2015,02567
T168,T174,Jonathan Randolph,72,-.408,-22.851,56,2015,02567
T168,T174,Ryo Ishikawa,90,-.408,-30.630,75,2015,02567
170,176,Padraig Harrington,60,-.434,-21.250,49,2015,02567
171,177,Derek Fathauer,81,-.455,-30.013,66,2015,02567
172,178,Justin Leonard,61,-.486,-26.269,54,2015,02567
173,179,Jim Renner,68,-.501,-28.059,56,2015,02567
174,180,K.J. Choi,66,-.522,-29.753,57,2015,02567
175,181,Eric Axley,57,-.541,-23.276,43,2015,02567
176,182,Seung-Yul Noh,65,-.555,-29.972,54,2015,02567
177,183,Aaron Baddeley,76,-.596,-39.324,66,2015,02567
178,184,Billy Hurley III,83,-.635,-40.005,63,2015,02567
179,185,Luke Donald,71,-.793,-42.797,54,2015,02567
180,186,Ricky Barnes,82,-.819,-51.618,63,2015,02567
181,187,D.A. Points,72,-.820,-47.547,58,2015,02567
182,188,Matt Every,73,-.925,-51.805,56,2015,02567
183,189,Tyrone Van Aswegen,58,-1.081,-45.394,42,2015,02567
184,190,Andrew Putnam,68,-1.411,-76.201,54,2015,02567
