RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,Year,Stat ID
1,1,Rory McIlroy,72,1.195,68.124,57,2019,02567
2,3,Jhonattan Vegas,75,.753,45.956,61,2019,02567
3,4,Bubba Watson,65,.743,37.171,50,2019,02567
4,5,Dustin Johnson,73,.703,39.360,56,2019,02567
5,2,Jon Rahm,75,.692,36.684,53,2019,02567
T6,T6,Keith Mitchell,86,.657,40.068,61,2019,02567
T6,T6,Cameron Champ,78,.657,44.682,68,2019,02567
8,8,Corey Conners,90,.653,45.081,69,2019,02567
9,9,Paul Casey,79,.614,33.761,55,2019,02567
10,10,Abraham Ancer,93,.575,40.830,71,2019,02567
11,11,Jason Kokrak,94,.550,41.269,75,2019,02567
12,12,Tommy Fleetwood,71,.545,27.235,50,2019,02567
13,14,Jason Day,69,.535,25.143,47,2019,02567
14,15,Aaron Wise,72,.533,28.799,54,2019,02567
15,18,Brendan Steele,68,.518,26.393,51,2019,02567
16,20,Luke List,66,.481,26.461,55,2019,02567
17,24,Justin Thomas,75,.479,26.831,56,2019,02567
18,13,Patrick Cantlay,77,.475,27.052,57,2019,02567
19,T16,Gary Woodland,87,.472,30.689,65,2019,02567
20,21,Emiliano Grillo,85,.470,25.847,55,2019,02567
21,T16,Brooks Koepka,81,.468,27.146,58,2019,02567
22,19,Xander Schauffele,77,.456,24.184,53,2019,02567
23,22,Tony Finau,89,.439,28.547,65,2019,02567
24,25,Bryson DeChambeau,75,.421,27.760,66,2019,02567
25,26,Kevin Streelman,83,.383,26.403,69,2019,02567
26,23,Hideki Matsuyama,91,.381,27.796,73,2019,02567
27,27,Alex Prugh,77,.379,21.625,57,2019,02567
28,28,Sepp Straka,78,.378,21.948,58,2019,02567
29,T30,Byeong Hun An,80,.351,21.391,61,2019,02567
30,32,Sergio Garcia,53,.350,13.284,38,2019,02567
31,34,Daniel Berger,70,.344,20.280,59,2019,02567
32,35,Seth Reeves,73,.343,18.158,53,2019,02567
T33,29,Sungjae Im,122,.341,34.064,100,2019,02567
T33,36,Trey Mullinax,77,.341,21.463,63,2019,02567
T35,T37,Matthew Fitzpatrick,54,.338,12.492,37,2019,02567
T35,T37,Joaquin Niemann,98,.338,27.054,80,2019,02567
