RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Year,Stat ID
T120,T122,Shawn Stefani,91,58.40,709,"1,214",2016,102
T120,T122,Stewart Cink,61,58.40,497,851,2016,102
122,124,Hiroshi Iwata,85,58.34,675,"1,157",2016,102
123,119,Jordan Spieth,80,58.14,618,"1,063",2016,102
124,125,Ángel Cabrera,62,58.06,504,868,2016,102
125,127,Brendon Todd,66,58.02,510,879,2016,102
126,128,Tyler Aldridge,83,57.95,638,"1,101",2016,102
127,129,Justin Rose,65,57.90,502,867,2016,102
128,130,Ryan Palmer,86,57.88,694,"1,199",2016,102
129,131,Morgan Hoffmann,71,57.80,541,936,2016,102
130,132,Jonas Blixt,79,57.79,612,"1,059",2016,102
131,133,Patrick Rodgers,89,57.74,686,"1,188",2016,102
132,134,Matt Jones,83,57.55,644,"1,119",2016,102
133,136,Robert Streb,87,57.48,676,"1,176",2016,102
134,137,Chad Collins,73,57.41,585,"1,019",2016,102
135,138,Jamie Lovemark,91,57.32,728,"1,270",2016,102
136,139,Bronson Burgoon,83,57.30,632,"1,103",2016,102
137,141,Nick Taylor,83,57.21,631,"1,103",2016,102
138,135,Dustin Johnson,87,57.17,658,"1,151",2016,102
139,143,Hunter Mahan,61,57.13,485,849,2016,102
140,T144,Scott Stallings,74,56.95,557,978,2016,102
141,147,Dawie van der Walt,72,56.89,557,979,2016,102
142,126,Charl Schwartzel,73,56.86,555,976,2016,102
143,148,Vijay Singh,72,56.73,569,"1,003",2016,102
T144,149,Luke Donald,81,56.69,640,"1,129",2016,102
T144,146,Gary Woodland,95,56.69,720,"1,270",2016,102
146,142,Daniel Berger,92,56.68,704,"1,242",2016,102
147,150,Chesson Hadley,81,56.58,623,"1,101",2016,102
148,T144,Jhonattan Vegas,97,56.57,736,"1,301",2016,102
149,151,Retief Goosen,55,56.40,432,766,2016,102
150,153,Anirban Lahiri,72,56.31,544,966,2016,102
151,152,Patrick Reed,105,55.96,775,"1,385",2016,102
152,155,Tom Hoge,81,55.81,600,"1,075",2016,102
153,156,Adam Scott,79,55.55,591,"1,064",2016,102
154,157,Luke Guthrie,57,55.53,427,769,2016,102
155,158,Aaron Baddeley,93,55.42,690,"1,245",2016,102
156,159,Rob Oppenheim,67,55.28,487,881,2016,102
157,160,Patton Kizzire,93,55.23,686,"1,242",2016,102
T158,T161,Branden Grace,63,55.14,461,836,2016,102
T158,T161,Martin Laird,82,55.14,601,"1,090",2016,102
160,163,Bubba Watson,72,55.11,534,969,2016,102
161,164,Robert Allenby,51,55.06,392,712,2016,102
162,165,Harris English,97,55.01,746,"1,356",2016,102
163,154,Phil Mickelson,75,54.82,552,"1,007",2016,102
164,166,Charley Hoffman,91,54.80,673,"1,228",2016,102
165,167,Andres Gonzales,80,54.55,594,"1,089",2016,102
166,168,Ricky Barnes,97,54.27,705,"1,299",2016,102
167,169,Justin Thomas,99,53.94,725,"1,344",2016,102
168,170,Robert Garrigus,69,53.91,490,909,2016,102
169,171,Erik Compton,65,53.64,472,880,2016,102
170,172,Ernie Els,66,52.93,488,922,2016,102
T171,T173,Smylie Kaufman,91,52.91,654,"1,236",2016,102
T171,T173,Tyrone Van Aswegen,105,52.91,754,"1,425",2016,102
173,175,Carlos Ortiz,79,52.77,552,"1,046",2016,102
174,176,Charles Howell III,91,52.60,668,"1,270",2016,102
175,177,Tony Finau,95,52.48,697,"1,328",2016,102
176,178,Rhein Gibson,58,52.45,396,755,2016,102
177,179,Camilo Villegas,83,52.18,575,"1,102",2016,102
178,181,Derek Fathauer,94,52.02,683,"1,313",2016,102
179,180,J.B. Holmes,77,51.68,537,"1,039",2016,102
180,182,Luke List,79,50.98,548,"1,075",2016,102
181,183,Jason Day,76,50.46,489,969,2016,102
182,184,Seung-Yul Noh,85,49.12,555,"1,130",2016,102
183,185,Jimmy Walker,85,48.31,556,"1,151",2016,102
184,187,Andrew Loupe,75,45.56,477,"1,047",2016,102
185,188,Steven Bowditch,71,43.02,428,995,2016,102
