RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Year,Stat ID
1,1,Colt Knost,90,73.36,881,"1,201",2016,102
2,2,Thomas Aiken,70,72.36,665,919,2016,102
3,3,Jerry Kelly,76,71.20,754,"1,059",2016,102
4,4,Brian Stuard,66,71.07,656,923,2016,102
5,6,Zac Blair,99,69.86,927,"1,327",2016,102
6,5,Roberto Castro,97,69.37,940,"1,355",2016,102
7,7,Jim Furyk,52,69.09,503,728,2016,102
8,8,Russell Knox,92,68.51,853,"1,245",2016,102
9,9,John Huh,86,68.30,810,"1,186",2016,102
10,10,Chez Reavie,90,68.22,818,"1,199",2016,102
11,11,David Toms,62,67.98,588,865,2016,102
12,12,Spencer Levin,104,67.79,947,"1,397",2016,102
13,13,Graeme McDowell,63,67.70,570,842,2016,102
14,14,Jason Bohn,67,67.56,633,937,2016,102
15,16,David Lingmerth,84,67.36,747,"1,109",2016,102
16,18,Boo Weekley,83,66.98,777,"1,160",2016,102
17,17,Emiliano Grillo,93,66.93,846,"1,264",2016,102
18,15,Ryan Moore,86,66.52,751,"1,129",2016,102
19,20,Mark Wilson,66,66.20,572,864,2016,102
20,21,K.J. Choi,73,66.18,673,"1,017",2016,102
21,22,David Hearn,95,65.94,875,"1,327",2016,102
22,23,Alex Cejka,71,65.89,620,941,2016,102
23,24,Dicky Pride,55,65.86,488,741,2016,102
24,T28,Matt Kuchar,100,65.67,880,"1,340",2016,102
25,T25,Jim Herman,93,65.59,852,"1,299",2016,102
26,27,Andrew Landry,53,65.55,449,685,2016,102
27,T28,Abraham Ancer,51,65.42,439,671,2016,102
28,30,Billy Hurley III,66,65.36,602,921,2016,102
29,T25,Kevin Na,96,65.30,847,"1,297",2016,102
30,32,Kyle Reifers,115,65.29,"1,012","1,550",2016,102
31,19,William McGirt,98,65.28,895,"1,371",2016,102
32,34,Zach Johnson,90,65.23,788,"1,208",2016,102
33,33,Kevin Kisner,97,64.92,857,"1,320",2016,102
34,35,Mark Hubbard,101,64.82,877,"1,353",2016,102
35,36,Scott Langley,65,64.81,571,881,2016,102
36,31,Paul Casey,77,64.67,670,"1,036",2016,102
37,37,Keegan Bradley,82,64.57,740,"1,146",2016,102
38,38,Kyle Stanley,92,64.54,801,"1,241",2016,102
39,39,Chad Campbell,90,64.39,810,"1,258",2016,102
T40,T40,Lucas Glover,75,64.37,674,"1,047",2016,102
T40,T40,Kevin Streelman,82,64.37,737,"1,145",2016,102
42,42,Jon Curran,99,64.35,890,"1,383",2016,102
43,43,Ken Duke,58,64.18,482,751,2016,102
44,44,Danny Lee,93,64.05,807,"1,260",2016,102
45,45,Rod Pampling,54,63.95,447,699,2016,102
46,46,Francesco Molinari,64,63.76,570,894,2016,102
47,47,Scott Brown,88,63.65,781,"1,227",2016,102
48,48,Jason Gore,78,63.63,656,"1,031",2016,102
49,49,Adam Hadwin,93,63.62,827,"1,300",2016,102
50,51,Whee Kim,82,63.48,690,"1,087",2016,102
51,52,Brian Harman,104,63.41,922,"1,454",2016,102
52,53,Henrik Norlander,71,63.39,594,937,2016,102
53,54,Steve Stricker,53,63.23,466,737,2016,102
54,55,Ben Crane,80,63.18,671,"1,062",2016,102
55,56,Russell Henley,76,63.15,670,"1,061",2016,102
56,58,Scott Pinckney,87,63.05,749,"1,188",2016,102
57,50,Si Woo Kim,113,62.84,957,"1,523",2016,102
58,57,Jason Dufner,105,62.83,894,"1,423",2016,102
59,60,Bryce Molder,80,62.53,681,"1,089",2016,102
60,61,Blayne Barber,84,62.37,696,"1,116",2016,102
61,62,Tim Wilkinson,72,62.36,593,951,2016,102
62,63,Bill Haas,86,62.34,715,"1,147",2016,102
63,64,Stuart Appleby,71,62.24,600,964,2016,102
64,65,Rory Sabbatini,57,62.18,467,751,2016,102
65,66,Webb Simpson,70,62.17,608,978,2016,102
66,67,Ben Martin,92,62.14,765,"1,231",2016,102
67,59,Hideki Matsuyama,76,62.04,634,"1,022",2016,102
68,68,Chris Kirk,90,62.02,738,"1,190",2016,102
69,69,Shane Lowry,57,61.85,467,755,2016,102
70,70,Sergio Garcia,54,61.76,441,714,2016,102
71,71,Louis Oosthuizen,63,61.67,481,780,2016,102
72,72,Vaughn Taylor,72,61.59,619,"1,005",2016,102
73,74,Fabián Gómez,82,61.44,682,"1,110",2016,102
74,75,Hudson Swafford,104,61.43,892,"1,452",2016,102
75,76,Geoff Ogilvy,63,61.24,504,823,2016,102
76,77,Johnson Wagner,86,61.13,736,"1,204",2016,102
77,73,Rory McIlroy,69,61.06,530,868,2016,102
T78,T78,George McNeill,51,60.99,433,710,2016,102
T78,T78,Wes Roach,59,60.99,469,769,2016,102
80,80,Brett Stegmaier,87,60.93,722,"1,185",2016,102
81,82,Troy Merritt,77,60.89,657,"1,079",2016,102
82,83,D.H. Lee,61,60.85,485,797,2016,102
83,84,Will MacKenzie,84,60.81,678,"1,115",2016,102
T84,T85,Billy Horschel,73,60.71,595,980,2016,102
T84,T85,James Hahn,85,60.71,723,"1,191",2016,102
86,87,Chris Stroud,82,60.70,678,"1,117",2016,102
87,81,Kevin Chappell,93,60.68,787,"1,297",2016,102
88,88,Padraig Harrington,54,60.66,458,755,2016,102
89,89,Michael Thompson,71,60.57,576,951,2016,102
90,90,Marc Leishman,89,60.55,729,"1,204",2016,102
91,91,Peter Malnati,85,60.54,721,"1,191",2016,102
92,92,Kelly Kraft,63,60.36,498,825,2016,102
93,93,Steve Wheatcroft,85,60.32,681,"1,129",2016,102
94,94,Brendan Steele,88,60.29,709,"1,176",2016,102
95,96,Graham DeLaet,70,60.11,553,920,2016,102
96,97,Derek Ernst,59,60.10,479,797,2016,102
97,98,John Senden,88,60.07,722,"1,202",2016,102
98,99,Sam Saunders,69,59.78,541,905,2016,102
99,100,Cameron Tringale,81,59.57,641,"1,076",2016,102
100,101,D.A. Points,55,59.47,424,713,2016,102
101,102,Scott Piercy,87,59.41,701,"1,180",2016,102
102,103,Sung Kang,89,59.36,720,"1,213",2016,102
103,104,Will Wilcox,67,59.34,537,905,2016,102
T104,T105,Harold Varner III,92,59.33,763,"1,286",2016,102
T104,T105,J.J. Henry,68,59.33,550,927,2016,102
106,107,Jeff Overton,69,59.25,538,908,2016,102
107,108,Greg Owen,85,59.22,671,"1,133",2016,102
108,109,Cameron Smith,73,59.21,569,961,2016,102
109,110,Brendon de Jonge,83,59.19,670,"1,132",2016,102
110,112,Freddie Jacobson,86,59.03,709,"1,201",2016,102
111,113,Martin Piller,59,58.97,470,797,2016,102
112,111,Sean O'Hair,89,58.84,732,"1,244",2016,102
T113,115,Rickie Fowler,80,58.69,635,"1,082",2016,102
T113,114,Brandt Snedeker,93,58.69,733,"1,249",2016,102
115,116,Daniel Summerhays,99,58.65,810,"1,381",2016,102
116,117,Michael Kim,100,58.64,787,"1,342",2016,102
117,118,Brooks Koepka,75,58.60,576,983,2016,102
118,120,Steve Marino,72,58.46,556,951,2016,102
119,121,Jason Kokrak,89,58.41,726,"1,243",2016,102
