RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# BIRDIES,GREENS HIT,Year,Stat ID
39,39,Jamie Lovemark,92,31.31,320,"1,022",2018,115
40,40,Whee Kim,93,31.30,318,"1,016",2018,115
41,41,Kevin Chappell,77,31.07,275,885,2018,115
42,42,Troy Merritt,89,31.05,308,992,2018,115
43,43,Austin Cook,107,31.04,397,"1,279",2018,115
44,44,Emiliano Grillo,94,30.99,353,"1,139",2018,115
45,45,Harris English,84,30.93,274,886,2018,115
46,46,Patrick Rodgers,97,30.85,339,"1,099",2018,115
47,47,John Huh,94,30.82,327,"1,061",2018,115
48,48,Zach Johnson,94,30.74,324,"1,054",2018,115
49,49,Cody Gribble,71,30.73,224,729,2018,115
50,50,Jimmy Walker,81,30.72,263,856,2018,115
51,51,Lanto Griffin,80,30.69,275,896,2018,115
52,52,J.J. Spaun,85,30.67,303,988,2018,115
53,53,Dominic Bozzelli,65,30.66,218,711,2018,115
54,54,Kevin Tway,110,30.63,382,"1,247",2018,115
55,55,Martin Piller,79,30.54,255,835,2018,115
56,56,Beau Hossler,104,30.47,387,"1,270",2018,115
T57,T57,Bud Cauley,55,30.39,186,612,2018,115
T57,T57,Michael Kim,74,30.39,231,760,2018,115
59,59,Ryan Blaum,81,30.37,280,922,2018,115
60,60,Jason Kokrak,99,30.35,380,"1,252",2018,115
61,T61,Billy Horschel,86,30.34,321,"1,058",2018,115
62,T61,J.T. Poston,73,30.31,264,871,2018,115
T63,T63,Pat Perez,82,30.27,277,915,2018,115
T63,T63,Bronson Burgoon,69,30.27,257,849,2018,115
65,69,Bubba Watson,90,30.24,293,969,2018,115
66,65,Rafa Cabrera Bello,75,30.23,266,880,2018,115
T67,T66,J.B. Holmes,77,30.22,265,877,2018,115
T67,T66,Hunter Mahan,67,30.22,236,781,2018,115
69,68,Luke List,98,30.21,352,"1,165",2018,115
70,70,Branden Grace,67,30.18,233,772,2018,115
71,71,Daniel Summerhays,51,30.07,138,459,2018,115
T72,T72,Si Woo Kim,108,30.06,358,"1,191",2018,115
T72,T72,Derek Fathauer,84,30.06,260,865,2018,115
74,74,Robert Garrigus,80,30.04,268,892,2018,115
75,76,Seamus Power,86,30.01,274,913,2018,115
76,77,Peter Uihlein,83,30.00,285,950,2018,115
77,78,Brandt Snedeker,84,29.99,287,957,2018,115
T78,T79,Brian Harman,94,29.98,328,"1,094",2018,115
T78,T79,Chris Stroud,81,29.98,247,824,2018,115
80,81,Ben Martin,64,29.97,220,734,2018,115
81,82,Matt Jones,70,29.96,222,741,2018,115
T82,83,Cameron Percy,56,29.92,187,625,2018,115
T82,85,Gary Woodland,96,29.92,345,"1,153",2018,115
84,84,"Ted Potter, Jr.",87,29.91,294,983,2018,115
85,75,Patrick Cantlay,87,29.85,303,"1,015",2018,115
86,T86,Kiradech Aphibarnrat,51,29.82,153,513,2018,115
87,88,Sung Kang,89,29.81,288,966,2018,115
88,T91,Paul Casey,74,29.79,258,866,2018,115
89,90,Anirban Lahiri,82,29.77,284,954,2018,115
90,T91,Mackenzie Hughes,80,29.71,268,902,2018,115
91,93,Rory Sabbatini,91,29.64,321,"1,083",2018,115
92,94,Nicholas Lindheim,77,29.59,250,845,2018,115
T93,T95,Chez Reavie,93,29.57,314,"1,062",2018,115
T93,T95,Alex Noren,67,29.57,207,700,2018,115
T95,97,Matt Atkins,56,29.56,175,592,2018,115
T95,T86,Patton Kizzire,92,29.56,326,"1,103",2018,115
97,98,Rob Oppenheim,74,29.54,231,782,2018,115
98,99,Chris Kirk,108,29.53,383,"1,297",2018,115
99,100,Joel Dahmen,93,29.52,310,"1,050",2018,115
100,101,Abraham Ancer,98,29.50,339,"1,149",2018,115
T101,T102,Shawn Stefani,76,29.46,264,896,2018,115
T101,T102,Ben Silverman,90,29.46,289,981,2018,115
103,109,Webb Simpson,95,29.45,329,"1,117",2018,115
104,104,Martin Flores,92,29.43,302,"1,026",2018,115
T105,T105,Blayne Barber,69,29.42,248,843,2018,115
T105,T105,Nick Watney,94,29.42,323,"1,098",2018,115
107,107,Matt Every,79,29.38,255,868,2018,115
108,108,Charley Hoffman,87,29.29,280,956,2018,115
109,89,Francesco Molinari,73,29.27,259,885,2018,115
110,110,Matt Kuchar,88,29.24,281,961,2018,115
111,111,Wesley Bryan,69,29.21,215,736,2018,115
T112,T112,Ian Poulter,73,29.18,225,771,2018,115
T112,T112,Brett Stegmaier,67,29.18,225,771,2018,115
114,T115,Kyle Stanley,93,29.16,328,"1,125",2018,115
115,114,Charl Schwartzel,65,29.15,186,638,2018,115
116,T115,Hudson Swafford,73,29.12,242,831,2018,115
117,117,Alex Cejka,77,29.11,230,790,2018,115
T118,T118,Greg Chalmers,56,29.08,155,533,2018,115
T118,T118,James Hahn,85,29.08,292,"1,004",2018,115
120,121,Adam Scott,78,29.06,288,991,2018,115
T121,T122,David Hearn,66,29.03,216,744,2018,115
T121,T122,Sam Ryder,82,29.03,301,"1,037",2018,115
123,124,Byeong Hun An,86,28.98,297,"1,025",2018,115
124,125,Johnson Wagner,75,28.96,243,839,2018,115
125,126,Daniel Berger,81,28.95,264,912,2018,115
126,120,Keegan Bradley,98,28.94,334,"1,154",2018,115
127,127,Russell Henley,77,28.93,265,916,2018,115
T128,T128,Talor Gooch,78,28.87,237,821,2018,115
T128,T128,Scott Brown,102,28.87,334,"1,157",2018,115
T130,T130,Steve Wheatcroft,60,28.82,200,694,2018,115
T130,T130,Stewart Cink,87,28.82,309,"1,072",2018,115
132,132,Ryan Armour,109,28.79,378,"1,313",2018,115
133,133,Kevin Kisner,89,28.74,263,915,2018,115
134,134,Brice Garnett,99,28.71,327,"1,139",2018,115
135,135,Sean O'Hair,67,28.63,207,723,2018,115
136,136,Xinjun Zhang,81,28.57,258,903,2018,115
137,137,D.A. Points,63,28.53,188,659,2018,115
138,138,Andrew Landry,82,28.51,268,940,2018,115
139,139,Michael Thompson,62,28.45,208,731,2018,115
140,140,Scott Stallings,96,28.44,302,"1,062",2018,115
141,141,Corey Conners,97,28.41,333,"1,172",2018,115
142,142,C.T. Pan,104,28.35,355,"1,252",2018,115
143,143,Denny McCarthy,71,28.33,219,773,2018,115
144,144,Zac Blair,64,28.32,196,692,2018,115
145,145,Jhonattan Vegas,92,28.31,295,"1,042",2018,115
146,146,Lucas Glover,65,28.26,208,736,2018,115
147,147,Conrad Shindler,60,28.23,188,666,2018,115
148,148,Ethan Tracy,72,28.21,222,787,2018,115
149,149,Jason Dufner,71,28.18,208,738,2018,115
150,150,Adam Hadwin,92,28.15,306,"1,087",2018,115
151,151,Tyrone Van Aswegen,101,28.14,307,"1,091",2018,115
152,152,Ben Crane,65,28.13,193,686,2018,115
T153,T153,Retief Goosen,60,28.08,162,577,2018,115
T153,T153,Ryan Moore,78,28.08,271,965,2018,115
155,155,Stephan Jaeger,81,28.07,254,905,2018,115
156,156,Brendan Steele,74,28.06,234,834,2018,115
157,157,Scott Piercy,84,28.04,281,"1,002",2018,115
158,158,Tyler Duncan,97,27.97,325,"1,162",2018,115
159,159,Jonathan Randolph,71,27.94,197,705,2018,115
160,160,Shane Lowry,64,27.93,193,691,2018,115
T161,T161,Harold Varner III,91,27.91,302,"1,082",2018,115
T161,T161,Aaron Baddeley,84,27.91,247,885,2018,115
163,163,Billy Hurley III,70,27.90,202,724,2018,115
T164,T164,Kyle Thompson,50,27.85,144,517,2018,115
T164,T164,Richy Werenski,98,27.85,308,"1,106",2018,115
166,166,Charles Howell III,104,27.77,346,"1,246",2018,115
167,167,Nick Taylor,94,27.76,304,"1,095",2018,115
168,168,Andrew Putnam,97,27.68,312,"1,127",2018,115
169,170,Graeme McDowell,67,27.63,189,684,2018,115
T170,T171,Kelly Kraft,94,27.61,291,"1,054",2018,115
T170,T171,Brian Stuard,103,27.61,323,"1,170",2018,115
T172,T173,Jonathan Byrd,70,27.54,209,759,2018,115
T172,T173,Louis Oosthuizen,62,27.54,176,639,2018,115
174,175,Russell Knox,94,27.43,308,"1,123",2018,115
175,176,Henrik Stenson,60,27.40,203,741,2018,115
176,177,Satoshi Kodaira,51,27.36,142,519,2018,115
177,178,Fabián Gómez,88,27.34,280,"1,024",2018,115
178,179,Robert Streb,78,27.31,236,864,2018,115
179,180,Jonas Blixt,67,27.21,185,680,2018,115
180,181,Cameron Tringale,67,27.13,201,741,2018,115
181,182,Rod Pampling,62,27.11,177,653,2018,115
182,183,Roberto Díaz,72,26.99,210,778,2018,115
183,184,Andrew Yun,51,26.95,135,501,2018,115
184,185,Tyrrell Hatton,58,26.82,173,645,2018,115
185,186,Zecheng Dou,53,26.79,150,560,2018,115
186,187,Nate Lashley,51,26.74,154,576,2018,115
187,188,Adam Schenk,86,26.56,259,975,2018,115
188,189,William McGirt,84,26.53,251,946,2018,115
189,190,Kevin Streelman,94,26.35,312,"1,184",2018,115
190,191,Chad Campbell,87,26.21,244,931,2018,115
191,192,Jim Furyk,50,26.01,142,546,2018,115
192,193,Bill Haas,76,25.29,218,862,2018,115
193,194,J.J. Henry,81,24.89,237,952,2018,115
