RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Year,Stat ID
61,62,Johnson Wagner,75,64.25,620,965,2018,102
62,52,Kevin Na,91,64.13,774,"1,207",2018,102
63,63,Zach Johnson,94,63.88,778,"1,218",2018,102
64,64,John Huh,94,63.83,803,"1,258",2018,102
65,65,James Hahn,85,63.73,731,"1,147",2018,102
T66,T71,Gary Woodland,96,63.69,812,"1,275",2018,102
T66,66,Rod Pampling,62,63.69,514,807,2018,102
68,67,Cameron Percy,56,63.66,445,699,2018,102
69,68,Abraham Ancer,98,63.64,854,"1,342",2018,102
70,70,Ben Martin,64,63.52,566,891,2018,102
71,T71,Branden Grace,67,63.49,567,893,2018,102
72,73,Denny McCarthy,71,63.45,559,881,2018,102
73,69,Aaron Wise,90,63.33,777,"1,227",2018,102
74,75,Jason Dufner,71,63.30,571,902,2018,102
75,76,Matt Kuchar,88,63.27,708,"1,119",2018,102
76,77,Martin Laird,73,63.22,574,908,2018,102
77,78,Roberto Díaz,72,63.20,601,951,2018,102
78,74,Paul Casey,74,63.14,627,993,2018,102
T79,T79,Kyle Thompson,50,62.99,405,643,2018,102
T79,T79,Corey Conners,97,62.99,817,"1,297",2018,102
81,81,Troy Merritt,89,62.93,747,"1,187",2018,102
82,82,Andrew Landry,82,62.92,706,"1,122",2018,102
83,85,Hideki Matsuyama,75,62.82,637,"1,014",2018,102
84,83,Brandt Snedeker,84,62.79,719,"1,145",2018,102
85,84,Zac Blair,64,62.76,509,811,2018,102
86,88,Danny Lee,88,62.65,753,"1,202",2018,102
87,89,Charles Howell III,104,62.59,875,"1,398",2018,102
88,90,Adam Scott,78,62.51,682,"1,091",2018,102
89,91,Tom Hoge,101,62.43,811,"1,299",2018,102
90,87,Webb Simpson,95,62.34,803,"1,288",2018,102
91,92,Chris Stroud,81,62.24,638,"1,025",2018,102
92,86,Bryson DeChambeau,93,62.23,814,"1,308",2018,102
93,T93,Jonathan Randolph,71,62.18,564,907,2018,102
94,95,Rory Sabbatini,91,62.05,770,"1,241",2018,102
95,96,Scott Brown,102,62.03,848,"1,367",2018,102
96,97,Tyrrell Hatton,58,61.84,470,760,2018,102
97,98,Alex Noren,67,61.73,521,844,2018,102
98,T93,Patrick Cantlay,87,61.58,694,"1,127",2018,102
99,99,Jordan Spieth,81,61.55,658,"1,069",2018,102
100,100,J.T. Poston,73,61.53,611,993,2018,102
101,101,Kevin Chappell,77,61.27,639,"1,043",2018,102
102,102,Shane Lowry,64,61.20,478,781,2018,102
103,103,Patrick Rodgers,97,61.14,793,"1,297",2018,102
104,104,Whee Kim,93,61.11,759,"1,242",2018,102
105,105,Nick Taylor,94,60.94,766,"1,257",2018,102
106,106,Bud Cauley,55,60.81,450,740,2018,102
107,107,Si Woo Kim,108,60.68,886,"1,460",2018,102
108,108,Nate Lashley,51,60.58,398,657,2018,102
T109,T109,Brendan Steele,74,60.47,572,946,2018,102
T109,T109,D.A. Points,63,60.47,517,855,2018,102
T109,T109,Beau Hossler,104,60.47,881,"1,457",2018,102
112,113,Nicholas Lindheim,77,60.44,582,963,2018,102
113,114,Andrew Putnam,97,60.42,751,"1,243",2018,102
114,116,Jonas Blixt,67,60.30,518,859,2018,102
115,117,Ethan Tracy,72,60.25,573,951,2018,102
116,118,Byeong Hun An,86,60.19,709,"1,178",2018,102
117,115,Marc Leishman,93,60.17,763,"1,268",2018,102
118,119,Sam Saunders,80,60.14,620,"1,031",2018,102
T119,T120,Anirban Lahiri,82,60.09,691,"1,150",2018,102
T119,T120,Sean O'Hair,67,60.09,527,877,2018,102
121,122,Chesson Hadley,103,60.07,832,"1,385",2018,102
122,123,Mackenzie Hughes,80,60.04,637,"1,061",2018,102
123,124,William McGirt,84,59.89,651,"1,087",2018,102
124,112,Xander Schauffele,96,59.77,783,"1,310",2018,102
125,125,Dustin Johnson,77,59.46,619,"1,041",2018,102
126,126,Matt Jones,70,59.38,516,869,2018,102
127,132,Tiger Woods,68,59.35,565,952,2018,102
128,129,Billy Hurley III,70,59.24,529,893,2018,102
129,128,Jon Rahm,71,59.20,550,929,2018,102
130,131,Ryan Palmer,69,59.11,519,878,2018,102
131,133,Harold Varner III,91,59.02,733,"1,242",2018,102
132,134,Harris English,84,58.99,643,"1,090",2018,102
133,135,Greg Chalmers,56,58.90,427,725,2018,102
134,136,Stephan Jaeger,81,58.76,614,"1,045",2018,102
T135,T137,Keith Mitchell,99,58.59,795,"1,357",2018,102
T135,T137,Jonathan Byrd,70,58.59,508,867,2018,102
137,140,Martin Piller,79,58.51,629,"1,075",2018,102
138,139,Justin Thomas,91,58.41,674,"1,154",2018,102
139,141,Brett Stegmaier,67,58.38,498,853,2018,102
140,142,Charley Hoffman,87,58.34,654,"1,121",2018,102
141,130,Jason Day,75,58.32,557,955,2018,102
142,127,Bubba Watson,90,58.27,645,"1,107",2018,102
143,143,Jason Kokrak,99,58.06,803,"1,383",2018,102
144,145,Jhonattan Vegas,92,57.91,725,"1,252",2018,102
145,146,Adam Schenk,86,57.67,643,"1,115",2018,102
146,147,Stewart Cink,87,57.60,701,"1,217",2018,102
147,T148,Matt Atkins,56,57.50,418,727,2018,102
148,150,Talor Gooch,78,57.31,576,"1,005",2018,102
149,151,Bill Haas,76,57.27,591,"1,032",2018,102
150,152,J.B. Holmes,77,57.13,597,"1,045",2018,102
151,T148,Cameron Smith,85,57.03,625,"1,096",2018,102
152,153,Tyrone Van Aswegen,101,56.98,739,"1,297",2018,102
153,155,Jamie Lovemark,92,56.92,699,"1,228",2018,102
154,156,Peter Malnati,87,56.86,659,"1,159",2018,102
155,144,Brooks Koepka,64,56.85,498,876,2018,102
156,157,Sung Kang,89,56.72,675,"1,190",2018,102
157,158,Scott Stallings,96,56.57,710,"1,255",2018,102
158,159,Shawn Stefani,76,56.52,585,"1,035",2018,102
159,160,Robert Garrigus,80,56.37,597,"1,059",2018,102
160,161,Nick Watney,94,56.33,707,"1,255",2018,102
161,162,Rob Oppenheim,74,56.26,535,951,2018,102
162,163,Grayson Murray,72,56.00,565,"1,009",2018,102
163,154,Rory McIlroy,64,55.79,477,855,2018,102
164,165,Dominic Bozzelli,65,55.69,504,905,2018,102
165,170,Patton Kizzire,92,55.59,696,"1,252",2018,102
166,166,Matt Every,79,55.50,580,"1,045",2018,102
167,167,Cody Gribble,71,55.45,504,909,2018,102
168,168,Wesley Bryan,69,55.41,522,942,2018,102
169,171,Lanto Griffin,80,55.27,572,"1,035",2018,102
170,172,Retief Goosen,60,55.22,402,728,2018,102
T171,T173,Seamus Power,86,55.19,601,"1,089",2018,102
T171,T173,Charl Schwartzel,65,55.19,447,810,2018,102
173,164,Patrick Reed,94,55.11,663,"1,203",2018,102
174,169,Tony Finau,105,55.09,757,"1,374",2018,102
175,175,Trey Mullinax,75,54.94,528,961,2018,102
176,176,Martin Flores,92,54.92,659,"1,200",2018,102
177,177,Michael Kim,74,54.89,539,982,2018,102
178,178,Brandon Harkins,101,54.79,727,"1,327",2018,102
179,179,Zecheng Dou,53,54.76,374,683,2018,102
180,180,Tom Lovelady,87,54.73,619,"1,131",2018,102
181,181,Daniel Summerhays,51,54.69,344,629,2018,102
182,182,Luke List,98,54.66,727,"1,330",2018,102
183,183,Robert Streb,78,54.11,559,"1,033",2018,102
184,184,Andrew Yun,51,53.58,337,629,2018,102
185,185,Jimmy Walker,81,53.49,575,"1,075",2018,102
T186,T187,Aaron Baddeley,84,53.27,579,"1,087",2018,102
T186,T187,Derek Fathauer,84,53.27,595,"1,117",2018,102
188,189,Peter Uihlein,83,52.93,579,"1,094",2018,102
189,186,Phil Mickelson,90,52.91,646,"1,221",2018,102
190,190,Kevin Tway,110,52.61,765,"1,454",2018,102
191,191,Ollie Schniederjans,91,52.22,634,"1,214",2018,102
192,192,Cameron Tringale,67,51.99,458,881,2018,102
193,193,Ricky Barnes,65,47.15,389,825,2018,102
