RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,Year,Stat ID
139,141,Jason Day,71,63.72,757,"1,188",-0.34,2017,103
T140,T142,Michael Thompson,60,63.69,642,"1,008",-0.24,2017,103
T140,T142,Ken Duke,77,63.69,814,"1,278",-0.24,2017,103
142,145,Billy Hurley III,80,63.61,916,"1,440",-0.26,2017,103
T143,T146,Jimmy Walker,68,63.57,698,"1,098",-0.27,2017,103
T143,T146,Morgan Hoffmann,92,63.57,"1,007","1,584",-0.27,2017,103
T145,T148,Brian Gay,82,63.53,892,"1,404",-0.27,2017,103
T145,T148,Ricky Barnes,100,63.53,"1,052","1,656",-0.27,2017,103
147,150,Patton Kizzire,84,63.52,869,"1,368",-0.27,2017,103
148,153,Brooks Koepka,88,63.47,914,"1,440",-0.35,2017,103
149,151,Anirban Lahiri,72,63.43,822,"1,296",-0.32,2017,103
150,152,Daniel Summerhays,100,63.42,"1,073","1,692",-0.27,2017,103
151,154,Brian Stuard,93,63.35,992,"1,566",-0.25,2017,103
T152,T156,Ryo Ishikawa,56,63.29,638,"1,008",-0.26,2017,103
T152,T156,Brian Campbell,55,63.29,581,918,-0.28,2017,103
T154,T158,Kelly Kraft,75,63.15,807,"1,278",-0.25,2017,103
T154,T158,Sebastián Muñoz,51,63.15,557,882,-0.27,2017,103
T154,T158,Jason Bohn,75,63.15,807,"1,278",-0.21,2017,103
157,161,Cameron Smith,86,63.14,932,"1,476",-0.31,2017,103
158,162,David Lingmerth,79,63.11,852,"1,350",-0.28,2017,103
159,163,Matt Jones,64,63.10,636,"1,008",-0.26,2017,103
160,164,K.J. Choi,72,63.05,749,"1,188",-0.25,2017,103
T161,T165,Jonathan Randolph,68,62.87,713,"1,134",-0.25,2017,103
T161,T165,Bubba Watson,71,62.87,713,"1,134",-0.27,2017,103
163,167,Phil Mickelson,85,62.85,905,"1,440",-0.32,2017,103
164,168,Derek Fathauer,81,62.81,848,"1,350",-0.29,2017,103
165,169,Cody Gribble,79,62.70,869,"1,386",-0.29,2017,103
166,170,Rafa Cabrera Bello,63,62.69,677,"1,080",-0.26,2017,103
167,171,Graeme McDowell,56,62.60,631,"1,008",-0.28,2017,103
168,172,Whee Kim,74,62.58,811,"1,296",-0.27,2017,103
T169,T173,Aaron Baddeley,61,62.57,642,"1,026",-0.28,2017,103
T169,T173,J.B. Holmes,83,62.57,856,"1,368",-0.30,2017,103
171,175,Peter Malnati,91,62.48,956,"1,530",-0.27,2017,103
172,177,Gonzalo Fernandez-Castaño,63,62.20,627,"1,008",-0.26,2017,103
173,176,Patrick Reed,107,62.17,"1,119","1,800",-0.29,2017,103
174,178,Søren Kjeldsen,58,62.02,547,882,-0.26,2017,103
175,179,Dominic Bozzelli,69,61.97,725,"1,170",-0.25,2017,103
176,180,Luke Donald,50,61.92,535,864,-0.27,2017,103
177,181,Camilo Villegas,76,61.88,802,"1,296",-0.30,2017,103
178,182,Bryce Molder,74,61.79,823,"1,332",-0.24,2017,103
179,183,Charl Schwartzel,63,61.76,667,"1,080",-0.29,2017,103
180,184,Jonas Blixt,74,61.51,775,"1,260",-0.29,2017,103
181,185,Steve Wheatcroft,51,60.99,516,846,-0.24,2017,103
182,186,Chad Collins,66,60.93,680,"1,116",-0.25,2017,103
183,187,Wesley Bryan,95,60.50,991,"1,638",-0.28,2017,103
184,188,Matt Every,76,60.16,758,"1,260",-0.30,2017,103
185,189,Greg Chalmers,75,59.86,765,"1,278",-0.26,2017,103
186,190,Andrew Loupe,55,59.83,560,936,-0.26,2017,103
187,191,Si Woo Kim,80,59.63,805,"1,350",-0.24,2017,103
188,192,Carl Pettersson,63,57.91,615,"1,062",-0.28,2017,103
189,193,Ernie Els,52,56.84,532,936,-0.26,2017,103
190,194,Steven Bowditch,59,53.54,530,990,-0.18,2017,103
