RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK,Year,Stat ID
T104,T109,Cameron Percy,72,"35' 7""","37,081.667","1,042",Under,2015,331
T106,T111,K.J. Choi,66,"35' 8""","36,450.250","1,023",Under,2015,331
T106,T111,Ian Poulter,68,"35' 8""","30,719.000",862,Under,2015,331
T106,T107,Steven Bowditch,103,"35' 8""","56,290.167","1,578",Under,2015,331
T106,T111,Brendan Steele,88,"35' 8""","48,563.250","1,362",Under,2015,331
T106,T107,Brandt Snedeker,98,"35' 8""","48,023.000","1,345",Under,2015,331
T106,T111,Patrick Rodgers,57,"35' 8""","29,175.500",818,Under,2015,331
T112,T115,Jonas Blixt,78,"35' 9""","33,315.917",933,Over,2015,331
T112,T115,Martin Laird,77,"35' 9""","46,992.583","1,313",Under,2015,331
T112,T115,Kevin Streelman,95,"35' 9""","46,749.667","1,309",Under,2015,331
T112,T115,Keegan Bradley,87,"35' 9""","40,901.250","1,143",Under,2015,331
T112,T115,Kyle Reifers,96,"35' 9""","51,317.833","1,435",Under,2015,331
T112,T115,Bill Haas,89,"35' 9""","45,580.583","1,275",Under,2015,331
T112,T115,Luke Donald,71,"35' 9""","34,526.833",965,Under,2015,331
T119,T128,Kevin Na,98,"35' 10""","45,667.667","1,273",Under,2015,331
T119,T122,Nick Taylor,91,"35' 10""","53,347.000","1,489",Under,2015,331
T119,T122,Brian Davis,86,"35' 10""","45,427.417","1,269",Over,2015,331
T119,T122,Oscar Fraustro,58,"35' 10""","25,559.083",714,Over,2015,331
T119,T122,Camilo Villegas,83,"35' 10""","47,604.667","1,327",Under,2015,331
T119,T122,Chesson Hadley,101,"35' 10""","57,073.917","1,591",Under,2015,331
T125,T128,Roger Sloan,56,"35' 11""","25,666.667",715,Over,2015,331
T125,T128,Brice Garnett,81,"35' 11""","41,097.250","1,145",Over,2015,331
T125,T128,Jonathan Byrd,69,"35' 11""","32,697.333",911,Under,2015,331
T128,T122,Bubba Watson,71,"36' 0""","36,153.167","1,004",1 Under,2015,331
T128,T132,Robert Garrigus,70,"36' 0""","35,258.500",980,Over,2015,331
T128,T138,Henrik Stenson,63,"36' 0""","28,467.500",790,Under,2015,331
T128,T132,Scott Pinckney,88,"36' 0""","47,650.500","1,323",Under,2015,331
T132,T134,Sung Joon Park,79,"36' 1""","40,762.667","1,130",Over,2015,331
T132,T136,Charley Hoffman,97,"36' 1""","49,270.333","1,364",Under,2015,331
T132,T134,Andres Gonzales,90,"36' 1""","49,114.417","1,361",Over,2015,331
135,T136,Adam Scott,51,"36' 2""","20,683.417",572,Under,2015,331
136,T138,Jason Day,75,"36' 3""","37,106.833","1,024",1 Under,2015,331
T137,T150,Jimmy Walker,89,"36' 4""","41,673.750","1,148",Under,2015,331
T137,T138,Patrick Reed,103,"36' 4""","49,381.667","1,360",Under,2015,331
T139,141,Robert Streb,110,"36' 5""","62,822.167","1,724",1 Under,2015,331
T139,T142,Derek Ernst,75,"36' 5""","41,265.417","1,132",Over,2015,331
T139,T142,Ricky Barnes,82,"36' 5""","41,199.000","1,131",Over,2015,331
T139,T142,Lee Westwood,56,"36' 5""","20,885.000",573,Under,2015,331
T139,T142,Ernie Els,57,"36' 5""","25,418.167",698,Over,2015,331
T144,T146,Gonzalo Fernandez-Castaño,81,"36' 6""","41,176.417","1,128",Over,2015,331
T144,T148,Sangmoon Bae,98,"36' 6""","57,552.000","1,576",Under,2015,331
T144,T146,Charl Schwartzel,67,"36' 6""","26,562.333",727,Under,2015,331
T147,T150,Andrew Svoboda,80,"36' 8""","45,982.917","1,255",Over,2015,331
T147,T150,Michael Thompson,83,"36' 8""","49,314.667","1,344",Under,2015,331
T149,T153,Martin Flores,95,"36' 9""","51,937.083","1,413",Under,2015,331
T149,T153,Billy Horschel,99,"36' 9""","48,107.167","1,310",Under,2015,331
T149,T148,Matt Kuchar,97,"36' 9""","50,695.833","1,380",1 Under,2015,331
T149,T153,Max Homa,78,"36' 9""","40,804.250","1,111",Over,2015,331
T153,T156,Steve Wheatcroft,87,"36' 10""","47,364.833","1,287",Under,2015,331
T153,158,J.B. Holmes,89,"36' 10""","43,453.083","1,180",Under,2015,331
T153,T156,Jason Kokrak,88,"36' 10""","52,618.750","1,430",Under,2015,331
T156,T159,Ángel Cabrera,53,"37' 0""","27,797.750",752,Over,2015,331
T156,T159,Andrew Putnam,68,"37' 0""","35,777.083",966,Over,2015,331
T158,T161,Scott Stallings,60,"37' 1""","32,625.667",880,Over,2015,331
T158,T161,Tony Finau,106,"37' 1""","60,978.417","1,645",Under,2015,331
T160,T163,Derek Fathauer,81,"37' 2""","43,994.083","1,184",Under,2015,331
T160,T163,Jonathan Randolph,72,"37' 2""","37,330.333","1,005",Over,2015,331
T160,T163,Russell Henley,87,"37' 2""","44,545.833","1,199",Under,2015,331
T160,T163,Cameron Tringale,96,"37' 2""","52,433.250","1,411",Under,2015,331
T164,T168,Charles Howell III,105,"37' 3""","66,171.500","1,776",Under,2015,331
T164,T168,Greg Chalmers,58,"37' 3""","24,004.083",644,Over,2015,331
166,170,Retief Goosen,81,"37' 4""","40,079.417","1,073",Over,2015,331
T167,T172,Marc Leishman,74,"37' 7""","36,503.333",971,Under,2015,331
T167,T172,Carlos Ortiz,100,"37' 7""","55,799.917","1,484",Under,2015,331
T169,T174,Matt Every,73,"37' 8""","37,792.333","1,004",Over,2015,331
T169,T174,Gary Woodland,81,"37' 8""","36,338.417",964,Under,2015,331
171,176,John Senden,80,"37' 9""","34,327.500",910,Under,2015,331
172,177,Sean O'Hair,86,"38' 0""","55,044.167","1,448",Under,2015,331
173,178,John Huh,102,"38' 1""","60,842.667","1,597",Under,2015,331
174,179,Phil Mickelson,70,"38' 4""","37,535.667",979,Under,2015,331
175,180,Padraig Harrington,60,"38' 6""","33,645.417",873,Over,2015,331
176,181,Jhonattan Vegas,90,"38' 8""","49,709.000","1,286",Under,2015,331
177,182,Andres Romero,69,"38' 9""","37,352.083",964,Over,2015,331
178,183,Morgan Hoffmann,85,"38' 10""","48,024.500","1,237",Under,2015,331
179,184,Aaron Baddeley,76,"38' 11""","45,860.500","1,178",Under,2015,331
180,185,Hunter Mahan,88,"39' 0""","45,466.667","1,166",Under,2015,331
181,186,Matt Jones,89,"39' 4""","47,139.333","1,199",Under,2015,331
T182,T187,Jamie Donaldson,50,"39' 9""","22,695.750",571,Under,2015,331
T182,T187,Sergio Garcia,59,"39' 9""","25,534.500",643,Under,2015,331
184,190,Geoff Ogilvy,50,"40' 2""","25,126.833",625,Over,2015,331
