RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,Year,Stat ID
T108,T112,Scott Brown,97,288.2,"55,336",192,2015,101
T108,T112,Adam Hadwin,95,288.2,"53,029",184,2015,101
T110,T114,Ben Martin,93,288.1,"51,851",180,2015,101
T110,T114,John Peterson,84,288.1,"48,402",168,2015,101
112,116,Kyle Reifers,96,288.0,"52,407",182,2015,101
113,117,Brian Harman,90,287.9,"51,255",178,2015,101
114,109,Kevin Kisner,104,287.8,"59,862",208,2015,101
115,118,Bill Lunde,50,287.7,"25,893",90,2015,101
116,119,Jonas Blixt,78,287.6,"37,389",130,2015,101
117,120,Jonathan Byrd,69,287.5,"34,782",121,2015,101
118,121,Jonathan Randolph,72,287.2,"40,203",140,2015,101
T119,T122,Andrew Svoboda,80,287.1,"44,207",154,2015,101
T119,T122,Brice Garnett,81,287.1,"43,070",150,2015,101
T121,T124,Jason Dufner,76,286.7,"36,692",128,2015,101
T121,T124,Ian Poulter,68,286.7,"34,978",122,2015,101
123,126,Matt Every,73,286.6,"35,534",124,2015,101
124,127,Eric Axley,57,286.4,"30,932",108,2015,101
125,128,Chez Reavie,56,286.3,"31,494",110,2015,101
126,129,George McNeill,93,286.2,"53,225",186,2015,101
127,130,Nicholas Thompson,90,286.0,"46,912",164,2015,101
128,131,Chris Kirk,76,285.8,"39,439",138,2015,101
129,132,Tyrone Van Aswegen,58,285.6,"30,277",106,2015,101
130,133,Brendon de Jonge,106,285.3,"57,635",202,2015,101
T131,T134,Chad Campbell,97,285.2,"55,327",194,2015,101
T131,T134,Troy Merritt,91,285.2,"49,623",174,2015,101
133,136,John Merrick,78,285.0,"41,606",146,2015,101
134,137,Jeff Overton,94,284.8,"49,554",174,2015,101
135,138,Pat Perez,96,284.6,"52,364",184,2015,101
136,139,Russell Knox,96,284.4,"54,605",192,2015,101
137,141,Daniel Summerhays,101,284.0,"57,365",202,2015,101
138,142,Luke Guthrie,84,283.9,"43,727",154,2015,101
T139,T143,Sung Joon Park,79,283.7,"43,126",152,2015,101
T139,T143,Spencer Levin,99,283.7,"54,461",192,2015,101
T141,T146,Jim Renner,68,283.3,"36,827",130,2015,101
T141,T146,Ricky Barnes,82,283.3,"41,926",148,2015,101
T141,T146,Alex Cejka,94,283.3,"52,119",184,2015,101
144,149,Fabián Gómez,83,283.2,"46,448",164,2015,101
145,145,Danny Lee,120,283.1,"65,103",230,2015,101
146,150,Chris Stroud,84,283.0,"45,275",160,2015,101
147,152,Robert Allenby,63,282.7,"30,534",108,2015,101
T148,151,Zach Johnson,90,282.6,"48,615",172,2015,101
T148,153,Ryan Moore,81,282.6,"39,568",140,2015,101
150,154,Whee Kim,71,282.4,"38,976",138,2015,101
151,155,Jim Furyk,71,281.9,"36,084",128,2015,101
152,T156,Cameron Tringale,96,281.8,"54,114",192,2015,101
153,158,Francesco Molinari,56,281.6,"29,849",106,2015,101
154,159,Greg Chalmers,58,281.5,"27,583",98,2015,101
155,160,D.A. Points,72,280.8,"38,744",138,2015,101
156,161,David Hearn,97,280.6,"54,445",194,2015,101
157,162,Scott Langley,94,280.5,"51,323",183,2015,101
158,163,William McGirt,103,280.4,"57,762",206,2015,101
159,164,Kevin Na,98,280.1,"48,732",174,2015,101
T160,T165,Roberto Castro,54,279.8,"25,185",90,2015,101
T160,T165,John Huh,102,279.8,"56,527",202,2015,101
162,167,Mark Wilson,89,279.2,"47,456",170,2015,101
163,168,Tim Wilkinson,73,279.1,"36,840",132,2015,101
164,169,Andrew Putnam,68,278.7,"35,114",126,2015,101
165,170,Mark Hubbard,79,278.5,"42,325",152,2015,101
166,171,Chad Collins,79,278.4,"43,438",156,2015,101
167,172,Steven Alker,62,278.3,"33,396",120,2015,101
168,173,Ken Duke,93,278.1,"48,946",176,2015,101
169,174,Bryce Molder,91,277.9,"48,359",174,2015,101
170,176,Jerry Kelly,79,277.2,"43,515",157,2015,101
171,177,Jason Bohn,95,277.1,"52,655",190,2015,101
172,178,Luke Donald,71,277.0,"37,123",134,2015,101
173,179,Colt Knost,90,276.6,"47,030",170,2015,101
T174,T180,Brian Stuard,97,276.5,"48,666",176,2015,101
T174,T180,K.J. Choi,66,276.5,"32,070",116,2015,101
176,182,Brendon Todd,96,276.4,"48,638",176,2015,101
177,183,Heath Slocum,57,275.8,"26,480",96,2015,101
178,184,Brian Davis,86,275.5,"42,983",156,2015,101
179,185,Jon Curran,83,273.5,"43,209",158,2015,101
180,186,Zac Blair,108,273.1,"56,528",207,2015,101
181,187,Billy Hurley III,83,271.9,"40,778",150,2015,101
182,188,Justin Leonard,61,271.6,"33,131",122,2015,101
183,189,Ben Crane,62,271.0,"30,893",114,2015,101
184,190,David Toms,62,270.0,"31,315",116,2015,101
