RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,Year,Stat ID
75,79,Grayson Murray,36,.083,2.565,31,2020,02569
T76,82,Russell Knox,67,.077,3.751,49,2020,02569
T76,81,Lanto Griffin,96,.077,6.158,80,2020,02569
78,83,Wes Roach,42,.073,1.608,22,2020,02569
79,84,Scott Stallings,71,.072,3.812,53,2020,02569
80,85,Peter Malnati,61,.067,3.165,47,2020,02569
81,86,Xinjun Zhang,77,.063,3.693,59,2020,02569
82,87,Anirban Lahiri,35,.057,1.309,23,2020,02569
83,88,Ian Poulter,48,.053,2.005,38,2020,02569
84,89,David Hearn,55,.047,1.692,36,2020,02569
85,90,Roger Sloan,55,.042,1.595,38,2020,02569
86,91,Brice Garnett,58,.027,1.236,45,2020,02569
87,92,Ryan Palmer,68,.017,1.000,59,2020,02569
88,94,Talor Gooch,83,.016,1.221,75,2020,02569
89,95,Matt Kuchar,56,.015,.717,49,2020,02569
90,96,Kyle Stanley,57,.014,.595,43,2020,02569
91,T98,Sebastian Cappelen,55,.010,.355,35,2020,02569
92,97,Sungjae Im,94,.007,.591,79,2020,02569
93,T98,Collin Morikawa,80,.005,.384,71,2020,02569
94,100,Scott Brown,64,.004,.190,50,2020,02569
T95,101,Kevin Streelman,73,.002,.137,57,2020,02569
T95,122,Dustin Johnson,49,.002,.078,47,2020,02569
97,102,Josh Teater,43,-.009,-.242,27,2020,02569
98,103,Aaron Wise,49,-.010,-.337,34,2020,02569
99,104,Bo Hoag,71,-.015,-.745,49,2020,02569
100,105,Patrick Rodgers,95,-.018,-1.320,75,2020,02569
101,106,Martin Laird,39,-.023,-.663,29,2020,02569
102,107,Brooks Koepka,40,-.028,-1.060,38,2020,02569
103,108,Nick Taylor,59,-.030,-1.487,50,2020,02569
T104,T109,Jimmy Walker,46,-.031,-1.276,41,2020,02569
T104,T109,Patton Kizzire,55,-.031,-1.473,47,2020,02569
106,111,Charley Hoffman,63,-.034,-1.617,48,2020,02569
107,112,Will Gordon,36,-.036,-.803,22,2020,02569
108,113,Brendan Steele,68,-.038,-2.111,56,2020,02569
T109,T114,Michael Thompson,62,-.040,-2.228,56,2020,02569
T109,T114,Joel Dahmen,79,-.040,-2.534,63,2020,02569
111,125,Bryson DeChambeau,62,-.041,-2.539,62,2020,02569
112,116,Bo Van Pelt,45,-.048,-1.501,31,2020,02569
113,117,Austin Cook,64,-.049,-2.345,48,2020,02569
114,118,Chris Stroud,48,-.051,-1.848,36,2020,02569
115,119,Maverick McNealy,80,-.053,-3.071,58,2020,02569
116,120,Adam Long,88,-.055,-3.900,71,2020,02569
T117,T123,Brian Gay,67,-.061,-3.053,50,2020,02569
T117,T123,Jim Furyk,39,-.061,-2.212,36,2020,02569
T119,T126,Mark Hubbard,86,-.065,-4.742,73,2020,02569
T119,T126,Zac Blair,70,-.065,-3.246,50,2020,02569
121,128,Pat Perez,59,-.069,-2.760,40,2020,02569
122,129,Michael Gligic,52,-.080,-2.706,34,2020,02569
123,130,Bronson Burgoon,55,-.083,-3.740,45,2020,02569
124,131,Beau Hossler,71,-.085,-4.178,49,2020,02569
125,132,Joseph Bramlett,57,-.086,-3.357,39,2020,02569
126,133,Scott Harrington,68,-.087,-4.712,54,2020,02569
T127,121,Kevin Kisner,73,-.093,-5.205,56,2020,02569
T127,T134,Abraham Ancer,74,-.093,-5.208,56,2020,02569
T129,T134,Tom Hoge,74,-.095,-6.278,66,2020,02569
T129,T134,Adam Schenk,78,-.095,-5.251,55,2020,02569
131,T137,Zach Johnson,61,-.098,-5.290,54,2020,02569
132,139,Sam Ryder,74,-.099,-5.525,56,2020,02569
133,140,Graeme McDowell,48,-.103,-3.815,37,2020,02569
134,141,C.T. Pan,56,-.104,-4.490,43,2020,02569
135,142,Chris Baker,53,-.105,-3.470,33,2020,02569
136,143,Emiliano Grillo,69,-.107,-5.128,48,2020,02569
137,144,Justin Rose,38,-.108,-3.564,33,2020,02569
138,145,Matthew Fitzpatrick,54,-.113,-4.989,44,2020,02569
139,146,Stewart Cink,51,-.120,-5.409,45,2020,02569
140,149,Ryan Moore,48,-.136,-4.612,34,2020,02569
141,150,Denny McCarthy,81,-.137,-8.876,65,2020,02569
142,147,Marc Leishman,61,-.143,-7.445,52,2020,02569
143,151,Jhonattan Vegas,52,-.146,-5.412,37,2020,02569
T144,T152,"Ted Potter, Jr.",46,-.148,-5.025,34,2020,02569
T144,T152,Harry Higgs,83,-.148,-10.246,69,2020,02569
146,154,Robby Shelton,75,-.153,-8.719,57,2020,02569
147,155,Vaughn Taylor,61,-.155,-6.813,44,2020,02569
T148,T156,Kevin Chappell,41,-.158,-5.071,32,2020,02569
T148,T156,Matthew NeSmith,72,-.158,-8.536,54,2020,02569
150,158,Mark Anderson,51,-.171,-6.332,37,2020,02569
151,159,Corey Conners,74,-.175,-10.854,62,2020,02569
T152,160,Danny Willett,40,-.188,-6.014,32,2020,02569
T152,148,Joaquin Niemann,76,-.188,-12.206,65,2020,02569
154,161,Ben Taylor,44,-.192,-5.364,28,2020,02569
155,162,Chesson Hadley,62,-.195,-8.965,46,2020,02569
156,163,Tyler Duncan,83,-.202,-14.125,70,2020,02569
157,164,Tyler McCumber,57,-.203,-7.709,38,2020,02569
158,165,Henrik Norlander,74,-.204,-11.450,56,2020,02569
159,166,Bubba Watson,66,-.209,-11.938,57,2020,02569
160,167,Gary Woodland,62,-.210,-11.113,53,2020,02569
161,168,J.J. Spaun,62,-.214,-10.283,48,2020,02569
162,169,Andrew Landry,63,-.215,-12.038,56,2020,02569
163,170,Jason Kokrak,62,-.227,-11.556,51,2020,02569
164,171,Dominic Bozzelli,38,-.230,-5.530,24,2020,02569
165,172,Sung Kang,73,-.231,-14.349,62,2020,02569
166,173,Chase Seiffert,56,-.233,-8.389,36,2020,02569
167,174,Troy Merritt,72,-.238,-13.104,55,2020,02569
168,182,Viktor Hovland,74,-.243,-14.103,58,2020,02569
169,175,Robert Streb,54,-.244,-7.809,32,2020,02569
170,176,Andrew Putnam,46,-.246,-7.879,32,2020,02569
171,177,Max Homa,70,-.248,-14.113,57,2020,02569
172,178,Martin Trainer,48,-.253,-9.883,39,2020,02569
T173,T180,Ben Martin,38,-.259,-5.707,22,2020,02569
T173,T180,Vincent Whaley,40,-.259,-7.257,28,2020,02569
175,183,Cameron Percy,49,-.264,-8.701,33,2020,02569
176,184,Louis Oosthuizen,48,-.268,-10.708,40,2020,02569
177,185,Lucas Glover,67,-.286,-14.317,50,2020,02569
178,186,Sepp Straka,70,-.288,-17.834,62,2020,02569
T179,187,Ryan Brehm,52,-.293,-9.365,32,2020,02569
T179,179,Cameron Champ,70,-.293,-17.856,61,2020,02569
181,188,Danny Lee,69,-.296,-16.276,55,2020,02569
182,189,Rafa Cabrera Bello,53,-.328,-12.804,39,2020,02569
183,190,Doc Redman,82,-.332,-23.270,70,2020,02569
184,191,Matthew Wolff,74,-.337,-21.203,63,2020,02569
185,192,Scott Piercy,66,-.355,-17.738,50,2020,02569
186,193,Paul Casey,56,-.363,-15.969,44,2020,02569
187,194,Sam Burns,60,-.394,-21.654,55,2020,02569
188,195,Matt Every,47,-.395,-16.179,41,2020,02569
189,196,Michael Gellerman,46,-.403,-12.102,30,2020,02569
190,197,Nelson Ledesma,42,-.424,-10.170,24,2020,02569
191,198,Jim Herman,60,-.431,-22.433,52,2020,02569
192,199,Keith Mitchell,64,-.459,-22.943,50,2020,02569
193,201,Kristoffer Ventura,48,-.665,-18.632,28,2020,02569
