RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,Year,Stat ID
T34,T39,Justin Rose,70,303.5,"37,630",124,2018,101
T34,T33,Patrick Rodgers,97,303.5,"51,601",170,2018,101
36,35,Corey Conners,97,303.3,"56,421",186,2018,101
37,36,Jamie Lovemark,92,303.2,"48,514",160,2018,101
T38,T37,Brandon Harkins,101,303.1,"57,591",190,2018,101
T38,T39,Patrick Cantlay,87,303.1,"46,078",152,2018,101
40,T37,Aaron Wise,90,302.9,"53,314",176,2018,101
T41,T41,Hudson Swafford,73,302.8,"33,307",110,2018,101
T41,T41,Sam Saunders,80,302.8,"44,817",148,2018,101
T41,T41,Bronson Burgoon,69,302.8,"41,785",138,2018,101
44,44,Sean O'Hair,67,302.7,"38,139",126,2018,101
45,45,Seamus Power,86,302.6,"47,212",156,2018,101
46,46,Lanto Griffin,80,302.5,"44,773",148,2018,101
47,47,Harris English,84,302.4,"47,182",156,2018,101
48,48,Peter Uihlein,83,302.2,"42,313",140,2018,101
49,49,Hideki Matsuyama,75,302.0,"38,657",128,2018,101
T50,T50,Ollie Schniederjans,91,301.4,"47,622",158,2018,101
T50,T50,Matt Atkins,56,301.4,"31,346",104,2018,101
T52,T52,Cody Gribble,71,301.0,"34,319",114,2018,101
T52,T52,Francesco Molinari,73,301.0,"39,730",132,2018,101
54,54,Charles Howell III,104,300.9,"52,953",176,2018,101
T55,T55,J.T. Poston,73,300.7,"42,698",142,2018,101
T55,T55,Shane Lowry,64,300.7,"33,674",112,2018,101
57,T57,Phil Mickelson,90,300.3,"49,848",166,2018,101
T58,T57,Chesson Hadley,103,300.0,"59,397",198,2018,101
T58,T57,Beau Hossler,104,300.0,"62,394",208,2018,101
T58,T57,Martin Flores,92,300.0,"49,195",164,2018,101
T61,T62,Louis Oosthuizen,62,299.8,"32,383",108,2018,101
T61,T64,Rickie Fowler,74,299.8,"44,363",148,2018,101
T61,T62,Jordan Spieth,81,299.8,"45,563",152,2018,101
64,T64,Scott Stallings,96,299.7,"51,556",172,2018,101
T65,61,Keegan Bradley,98,299.6,"50,932",170,2018,101
T65,66,Shawn Stefani,76,299.6,"44,338",148,2018,101
T67,T67,Charl Schwartzel,65,299.5,"27,557",92,2018,101
T67,T67,Charley Hoffman,87,299.5,"47,912",160,2018,101
T69,T69,Stephan Jaeger,81,299.2,"44,877",150,2018,101
T69,T69,Alex Noren,67,299.2,"33,506",112,2018,101
T71,T71,Martin Laird,73,299.0,"38,865",130,2018,101
T71,T71,Ethan Tracy,72,299.0,"40,662",136,2018,101
T71,T71,Jimmy Walker,81,299.0,"46,051",154,2018,101
T74,T75,Talor Gooch,78,298.9,"43,039",144,2018,101
T74,T75,Branden Grace,67,298.9,"31,089",104,2018,101
76,77,Tyrrell Hatton,58,298.8,"29,878",100,2018,101
T77,T78,Xinjun Zhang,81,298.7,"42,417",142,2018,101
T77,T78,James Hahn,85,298.7,"44,212",148,2018,101
T77,80,Patton Kizzire,92,298.7,"53,174",178,2018,101
80,T81,Marc Leishman,93,298.5,"48,952",164,2018,101
81,T81,Cameron Smith,85,298.4,"41,770",140,2018,101
82,83,J.J. Spaun,85,298.2,"47,108",158,2018,101
T83,T71,Patrick Reed,94,298.1,"46,509",156,2018,101
T83,84,Stewart Cink,87,298.1,"47,107",158,2018,101
T85,T85,Daniel Berger,81,297.7,"40,490",136,2018,101
T85,T85,Lucas Glover,65,297.7,"29,171",98,2018,101
87,87,Sam Ryder,82,297.3,"47,568",160,2018,101
88,T88,Jason Dufner,71,297.1,"35,652",120,2018,101
89,90,Dominic Bozzelli,65,297.0,"38,614",130,2018,101
90,91,Hunter Mahan,67,296.9,"37,415",126,2018,101
91,92,Brice Garnett,99,296.7,"56,382",190,2018,101
92,93,Scott Piercy,84,296.6,"45,088",152,2018,101
93,94,Michael Thompson,62,296.4,"34,387",116,2018,101
T94,T95,Bill Haas,76,296.2,"41,474",140,2018,101
T94,T95,Retief Goosen,60,296.2,"30,806",104,2018,101
96,97,Abraham Ancer,98,296.1,"56,850",192,2018,101
97,98,Joel Dahmen,93,295.8,"50,290",170,2018,101
98,T101,Kyle Stanley,93,295.7,"44,940",152,2018,101
99,100,Cameron Percy,56,295.6,"29,559",100,2018,101
T100,T101,Denny McCarthy,71,295.4,"37,224",126,2018,101
T100,99,Billy Horschel,86,295.4,"48,445",164,2018,101
T100,T101,Brett Stegmaier,67,295.4,"36,034",122,2018,101
T100,T101,Troy Merritt,89,295.4,"50,222",170,2018,101
T100,T101,Bud Cauley,55,295.4,"26,582",90,2018,101
105,106,Aaron Baddeley,84,295.3,"46,068",156,2018,101
106,107,Emiliano Grillo,94,295.2,"49,588",168,2018,101
T107,T108,Rafa Cabrera Bello,75,295.1,"34,232",116,2018,101
T107,T108,Kevin Streelman,94,295.1,"54,307",184,2018,101
109,110,Mackenzie Hughes,80,294.9,"44,824",152,2018,101
T110,T111,Blayne Barber,69,294.7,"39,488",134,2018,101
T110,T111,Kiradech Aphibarnrat,51,294.7,"24,757",84,2018,101
112,113,Tyler Duncan,97,294.4,"54,752",186,2018,101
113,114,Matt Every,79,294.2,"44,123",150,2018,101
114,115,Anirban Lahiri,82,294.0,"43,507",148,2018,101
115,116,Nate Lashley,51,293.9,"27,629",94,2018,101
116,T117,Andrew Putnam,97,293.8,"52,295",178,2018,101
117,T117,Webb Simpson,95,293.7,"54,042",184,2018,101
T118,T119,Satoshi Kodaira,51,293.6,"28,190",96,2018,101
T118,T119,Ian Poulter,73,293.6,"32,879",112,2018,101
120,121,Nicholas Lindheim,77,293.5,"40,507",138,2018,101
121,122,Graeme McDowell,67,293.2,"32,252",110,2018,101
T122,T123,Brandt Snedeker,84,293.1,"48,064",164,2018,101
T122,T123,Jonas Blixt,67,293.1,"31,072",106,2018,101
T122,T123,Sung Kang,89,293.1,"45,143",154,2018,101
125,126,Russell Henley,77,293.0,"38,678",132,2018,101
T126,T127,C.T. Pan,104,292.7,"52,679",180,2018,101
T126,T127,Nick Taylor,94,292.7,"48,009",164,2018,101
T128,T129,Scott Brown,102,292.6,"52,663",180,2018,101
T128,T129,Robert Streb,78,292.6,"38,628",132,2018,101
T130,T131,Austin Cook,107,292.3,"62,543",214,2018,101
T130,T131,Rory Sabbatini,91,292.3,"52,026",178,2018,101
132,133,Martin Piller,79,292.2,"45,000",154,2018,101
T133,T134,Brian Harman,94,291.9,"47,866",164,2018,101
T133,T134,Zecheng Dou,53,291.9,"26,270",90,2018,101
T135,T136,Richy Werenski,98,291.8,"51,355",176,2018,101
T135,T136,J.J. Henry,81,291.8,"43,765",150,2018,101
T137,T138,Jonathan Byrd,70,291.7,"36,168",124,2018,101
T137,T138,Russell Knox,94,291.7,"50,170",172,2018,101
139,140,Henrik Stenson,60,291.5,"30,319",104,2018,101
140,141,Tom Hoge,101,291.4,"54,199",186,2018,101
141,142,Conrad Shindler,60,291.3,"32,621",112,2018,101
T142,T143,Fabián Gómez,88,291.1,"48,903",168,2018,101
T142,T143,Andrew Landry,82,291.1,"46,569",160,2018,101
T144,T145,Peter Malnati,87,290.9,"48,282",166,2018,101
T144,T145,Pat Perez,82,290.9,"36,659",126,2018,101
T146,T147,Si Woo Kim,108,290.8,"53,512",184,2018,101
T146,T147,Kevin Kisner,89,290.8,"45,369",156,2018,101
T148,T149,Danny Lee,88,290.6,"45,333",156,2018,101
T148,T149,Andrew Yun,51,290.6,"26,153",90,2018,101
T148,T149,Ricky Barnes,65,290.6,"34,295",118,2018,101
151,152,Tyrone Van Aswegen,101,290.3,"53,713",185,2018,101
152,153,Ben Silverman,90,290.2,"48,754",168,2018,101
153,T154,Michael Kim,74,289.9,"38,265",132,2018,101
T154,T156,Zach Johnson,94,289.8,"50,427",174,2018,101
T154,T156,Chris Stroud,81,289.8,"37,675",130,2018,101
T154,T156,Chris Kirk,108,289.8,"59,123",204,2018,101
T157,159,Ben Martin,64,289.6,"37,069",128,2018,101
T157,T154,Kevin Na,91,289.6,"45,175",156,2018,101
T159,T160,Adam Hadwin,92,289.4,"44,574",154,2018,101
T159,T160,Jonathan Randolph,71,289.4,"37,625",130,2018,101
T161,T162,William McGirt,84,289.3,"45,130",156,2018,101
T161,T162,Cameron Tringale,67,289.3,"36,450",126,2018,101
163,164,Ryan Moore,78,289.2,"45,109",156,2018,101
164,165,Derek Fathauer,84,289.1,"46,256",160,2018,101
165,166,Ryan Blaum,81,289.0,"45,079",156,2018,101
166,167,Steve Wheatcroft,60,288.9,"33,515",116,2018,101
167,168,Kelly Kraft,94,288.6,"48,478",168,2018,101
168,169,Rod Pampling,62,288.4,"28,842",100,2018,101
169,170,Matt Kuchar,88,288.0,"43,781",152,2018,101
T170,T171,John Huh,94,287.1,"51,686",180,2018,101
T170,T171,Daniel Summerhays,51,287.1,"25,836",90,2018,101
172,173,Alex Cejka,77,286.7,"39,567",138,2018,101
T173,T174,Chad Campbell,87,286.5,"40,684",142,2018,101
T173,T174,Chez Reavie,93,286.5,"42,402",148,2018,101
175,176,Roberto Díaz,72,286.3,"38,935",136,2018,101
T176,T177,Vaughn Taylor,83,286.1,"45,208",158,2018,101
T176,T177,Johnson Wagner,75,286.1,"39,487",138,2018,101
178,179,"Ted Potter, Jr.",87,286.0,"49,759",174,2018,101
179,180,Whee Kim,93,285.8,"46,299",162,2018,101
180,181,David Lingmerth,82,285.4,"44,515",156,2018,101
181,182,Kyle Thompson,50,285.3,"26,249",92,2018,101
182,183,Rob Oppenheim,74,285.2,"38,787",136,2018,101
183,184,David Hearn,66,285.1,"34,210",120,2018,101
184,185,Billy Hurley III,70,284.0,"36,354",128,2018,101
185,186,Ryan Armour,109,283.5,"60,663",214,2018,101
186,187,Brian Gay,103,282.9,"57,155",202,2018,101
187,188,Greg Chalmers,56,282.8,"29,413",104,2018,101
188,189,Ben Crane,65,281.1,"30,921",110,2018,101
189,190,D.A. Points,63,280.8,"32,015",114,2018,101
190,191,Jim Furyk,50,280.5,"26,930",96,2018,101
191,192,Wesley Bryan,69,280.4,"30,844",110,2018,101
192,193,Zac Blair,64,279.5,"32,427",116,2018,101
193,194,Brian Stuard,103,278.9,"54,106",194,2018,101
